"SNP","not_fixed","ref_fixed","alt_fixed","total","not_fixed_prop","ref_fixed_prop","alt_fixed_prop","not_fixed_exp","ref_fixed_exp","alt_fixed_exp","chi_sq","p.value","p.adj.BH","p.adj.bonf","p.adj.holm"
"28152975_2880",6,5,2,13,0.461538461538462,0.384615384615385,0.153846153846154,0.8125,6.09375,6.09375,36.0666666666667,1.47306816191009e-08,1.10166284578328e-05,0.000253382454530155,0.000253087840897773
"28152975_2891",2,4,1,7,0.285714285714286,0.571428571428571,0.142857142857143,0.4375,3.28125,3.28125,7.32380952380952,0.025683545067076,0.873077093983454,1,1
"28163155_1004",2,1,6,9,0.222222222222222,0.111111111111111,0.666666666666667,0.5625,4.21875,4.21875,6.88148148148148,0.0320409425038236,0.873077093983454,1,1
"28172411_2045",1,4,0,5,0.2,0.8,0,0.3125,2.34375,2.34375,5.02666666666667,0.0809977960990687,0.873077093983454,1,1
"28176026_544",3,3,1,7,0.428571428571429,0.428571428571429,0.142857142857143,0.4375,3.28125,3.28125,16.6190476190476,0.00024616123509285,0.0465298835695836,1,1
"28176831_556",2,2,2,6,0.333333333333333,0.333333333333333,0.333333333333333,0.375,2.8125,2.8125,7.51111111111111,0.0233874539693846,0.873077093983454,1,1
"28189712_530",5,2,4,11,0.454545454545455,0.181818181818182,0.363636363636364,0.6875,5.15625,5.15625,29.2424242424242,4.46774376102125e-07,0.000164437441220928,0.00768496604333266,0.00766486119640806
"28189712_615",1,2,0,3,0.333333333333333,0.666666666666667,0,0.1875,1.40625,1.40625,5.17777777777778,0.0751034420112446,0.873077093983454,1,1
"28210418_6944",1,4,0,5,0.2,0.8,0,0.3125,2.34375,2.34375,5.02666666666667,0.0809977960990687,0.873077093983454,1,1
"28212607_734",2,11,2,15,0.133333333333333,0.733333333333333,0.133333333333333,0.9375,7.03125,7.03125,7.04444444444444,0.0295337316762148,0.873077093983454,1,1
"28219388_1377",1,4,2,7,0.142857142857143,0.571428571428571,0.285714285714286,0.4375,3.28125,3.28125,1.38095238095238,0.501337280177891,0.873077093983454,1,1
"28222015_469",7,4,2,13,0.538461538461538,0.307692307692308,0.153846153846154,0.8125,6.09375,6.09375,50.5897435897436,1.03413386200784e-11,1.3683181969536e-08,1.77881365603968e-07,1.77757269540527e-07
"28222015_520",3,4,4,11,0.272727272727273,0.363636363636364,0.363636363636364,0.6875,5.15625,5.15625,8.2969696969697,0.0157883200685796,0.841542432076013,1,1
"28222015_569",1,4,2,7,0.142857142857143,0.571428571428571,0.285714285714286,0.4375,3.28125,3.28125,1.38095238095238,0.501337280177891,0.873077093983454,1,1
"28311128_2464",1,7,5,13,0.0769230769230769,0.538461538461538,0.384615384615385,0.8125,6.09375,6.09375,0.374358974358974,0.829294875228351,0.914722116996534,1,1
"28311128_2514",1,7,5,13,0.0769230769230769,0.538461538461538,0.384615384615385,0.8125,6.09375,6.09375,0.374358974358974,0.829294875228351,0.914722116996534,1,1
"28311128_2572",1,6,5,12,0.0833333333333333,0.5,0.416666666666667,0.75,5.625,5.625,0.177777777777778,0.914947228730031,0.948632650446788,1,1
"28335906_461",1,3,2,6,0.166666666666667,0.5,0.333333333333333,0.375,2.8125,2.8125,1.28888888888889,0.52495410227809,0.873077093983454,1,1
"28341080_5826",1,4,7,12,0.0833333333333333,0.333333333333333,0.583333333333333,0.75,5.625,5.625,0.888888888888889,0.641180388429955,0.873077093983454,1,1
"28353033_5773",14,3,6,23,0.608695652173913,0.130434782608696,0.260869565217391,1.4375,10.78125,10.78125,117.521739130435,3.02328156575042e-26,2.60017331062365e-22,5.20034662124729e-22,5.20004429309072e-22
"28392660_517",1,5,1,7,0.142857142857143,0.714285714285714,0.142857142857143,0.4375,3.28125,3.28125,3.20952380952381,0.20093739145124,0.873077093983454,1,1
"28415762_6706",1,2,0,3,0.333333333333333,0.666666666666667,0,0.1875,1.40625,1.40625,5.17777777777778,0.0751034420112446,0.873077093983454,1,1
"28415762_6733",1,2,1,4,0.25,0.5,0.25,0.25,1.875,1.875,2.66666666666667,0.263597138115727,0.873077093983454,1,1
"28446824_1218",1,5,0,6,0.166666666666667,0.833333333333333,0,0.375,2.8125,2.8125,5.55555555555556,0.0621765240221163,0.873077093983454,1,1
"28453941_1463",6,6,2,14,0.428571428571429,0.428571428571429,0.142857142857143,0.875,6.5625,6.5625,33.2380952380952,6.05953536624373e-08,3.72250242266994e-05,0.00104230067834758,0.0010406646037987
"28453941_1681",1,4,7,12,0.0833333333333333,0.333333333333333,0.583333333333333,0.75,5.625,5.625,0.888888888888889,0.641180388429955,0.873077093983454,1,1
"28458922_2511",1,3,1,5,0.2,0.6,0.2,0.3125,2.34375,2.34375,2.46666666666667,0.291319891133471,0.873077093983454,1,1
"28458922_2558",2,3,1,6,0.333333333333333,0.5,0.166666666666667,0.375,2.8125,2.8125,8.22222222222222,0.0163895537902136,0.841542432076013,1,1
"28486405_464",1,4,11,16,0.0625,0.25,0.6875,1,7.5,7.5,3.26666666666667,0.195277562835686,0.873077093983454,1,1
"28486405_481",2,2,9,13,0.153846153846154,0.153846153846154,0.692307692307692,0.8125,6.09375,6.09375,5.87179487179487,0.0530830592807443,0.873077093983454,1,1
"28486405_493",2,2,9,13,0.153846153846154,0.153846153846154,0.692307692307692,0.8125,6.09375,6.09375,5.87179487179487,0.0530830592807443,0.873077093983454,1,1
"28486405_632",1,3,11,15,0.0666666666666667,0.2,0.733333333333333,0.9375,7.03125,7.03125,4.55555555555556,0.102511757693461,0.873077093983454,1,1
"28486405_706",1,1,8,10,0.1,0.1,0.8,0.625,4.6875,4.6875,5.46666666666667,0.0650022539630345,0.873077093983454,1,1
"28488778_2323",1,1,4,6,0.166666666666667,0.166666666666667,0.666666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"28496911_6520",1,3,1,5,0.2,0.6,0.2,0.3125,2.34375,2.34375,2.46666666666667,0.291319891133471,0.873077093983454,1,1
"28496911_6585",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"28553960_250",1,5,4,10,0.1,0.5,0.4,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"28573260_2569",1,6,7,14,0.0714285714285714,0.428571428571429,0.5,0.875,6.5625,6.5625,0.0952380952380952,0.953496954833477,0.96137755686346,1,1
"28573260_2599",1,11,6,18,0.0555555555555556,0.611111111111111,0.333333333333333,1.125,8.4375,8.4375,1.4962962962963,0.473242116073032,0.873077093983454,1,1
"28573260_2604",1,11,6,18,0.0555555555555556,0.611111111111111,0.333333333333333,1.125,8.4375,8.4375,1.4962962962963,0.473242116073032,0.873077093983454,1,1
"28580047_2219",1,3,4,8,0.125,0.375,0.5,0.5,3.75,3.75,0.666666666666667,0.716531310573789,0.873077093983454,1,1
"28581233_2329",1,7,4,12,0.0833333333333333,0.583333333333333,0.333333333333333,0.75,5.625,5.625,0.888888888888889,0.641180388429955,0.873077093983454,1,1
"28604918_6949",1,1,4,6,0.166666666666667,0.166666666666667,0.666666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"28611099_7129",2,10,4,16,0.125,0.625,0.25,1,7.5,7.5,3.46666666666667,0.176694445756597,0.873077093983454,1,1
"28611099_7172",2,9,1,12,0.166666666666667,0.75,0.0833333333333333,0.75,5.625,5.625,7.91111111111111,0.0191480278009309,0.873077093983454,1,1
"28662839_1945",1,3,4,8,0.125,0.375,0.5,0.5,3.75,3.75,0.666666666666667,0.716531310573789,0.873077093983454,1,1
"28662839_1971",1,4,5,10,0.1,0.4,0.5,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"28662839_1973",1,4,5,10,0.1,0.4,0.5,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"28662839_1977",1,4,5,10,0.1,0.4,0.5,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"28662839_1993",2,6,9,17,0.117647058823529,0.352941176470588,0.529411764705882,1.0625,7.96875,7.96875,1.44705882352941,0.485037334932709,0.873077093983454,1,1
"28662839_1995",1,4,5,10,0.1,0.4,0.5,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"28675799_1044",1,3,1,5,0.2,0.6,0.2,0.3125,2.34375,2.34375,2.46666666666667,0.291319891133471,0.873077093983454,1,1
"28675799_1062",1,7,3,11,0.0909090909090909,0.636363636363636,0.272727272727273,0.6875,5.15625,5.15625,1.7030303030303,0.426767823924134,0.873077093983454,1,1
"28675799_1159",1,3,1,5,0.2,0.6,0.2,0.3125,2.34375,2.34375,2.46666666666667,0.291319891133471,0.873077093983454,1,1
"28695874_5272",2,2,6,10,0.2,0.2,0.6,0.625,4.6875,4.6875,4.93333333333333,0.0848672789700174,0.873077093983454,1,1
"28730802_636",2,2,2,6,0.333333333333333,0.333333333333333,0.333333333333333,0.375,2.8125,2.8125,7.51111111111111,0.0233874539693846,0.873077093983454,1,1
"28734945_619",4,6,3,13,0.307692307692308,0.461538461538462,0.230769230769231,0.8125,6.09375,6.09375,14.0769230769231,0.000877475486645185,0.0931694805295297,1,1
"28734945_691",8,10,2,20,0.4,0.5,0.1,1.25,9.375,9.375,42.2933333333333,6.54816110743448e-10,5.92815364257792e-07,1.12634919208981e-05,1.12517052309047e-05
"28774788_6634",1,4,0,5,0.2,0.8,0,0.3125,2.34375,2.34375,5.02666666666667,0.0809977960990687,0.873077093983454,1,1
"28777453_2833",1,4,0,5,0.2,0.8,0,0.3125,2.34375,2.34375,5.02666666666667,0.0809977960990687,0.873077093983454,1,1
"28812475_2488",1,4,3,8,0.125,0.5,0.375,0.5,3.75,3.75,0.666666666666667,0.716531310573789,0.873077093983454,1,1
"28812475_2596",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"28819086_14181",2,5,4,11,0.181818181818182,0.454545454545455,0.363636363636364,0.6875,5.15625,5.15625,2.76969696969697,0.250361730513616,0.873077093983454,1,1
"28844154_719",1,3,3,7,0.142857142857143,0.428571428571429,0.428571428571429,0.4375,3.28125,3.28125,0.771428571428571,0.679964773578894,0.873077093983454,1,1
"28844154_769",1,3,4,8,0.125,0.375,0.5,0.5,3.75,3.75,0.666666666666667,0.716531310573789,0.873077093983454,1,1
"28961701_782",1,2,2,5,0.2,0.4,0.4,0.3125,2.34375,2.34375,1.61333333333333,0.446343400625713,0.873077093983454,1,1
"28971711_2575",1,3,3,7,0.142857142857143,0.428571428571429,0.428571428571429,0.4375,3.28125,3.28125,0.771428571428571,0.679964773578894,0.873077093983454,1,1
"29015806_4825",1,3,0,4,0.25,0.75,0,0.25,1.875,1.875,4.8,0.0907179532894125,0.873077093983454,1,1
"29059015_1261",1,7,1,9,0.111111111111111,0.777777777777778,0.111111111111111,0.5625,4.21875,4.21875,4.62962962962963,0.0987844757298322,0.873077093983454,1,1
"29064445_4674",1,3,5,9,0.111111111111111,0.333333333333333,0.555555555555556,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29074663_5784",1,0,0,1,1,0,0,0.0625,0.46875,0.46875,15,0.000553084370147834,0.0656110637993992,1,1
"29074663_5855",1,0,0,1,1,0,0,0.0625,0.46875,0.46875,15,0.000553084370147834,0.0656110637993992,1,1
"29126773_4320",1,7,3,11,0.0909090909090909,0.636363636363636,0.272727272727273,0.6875,5.15625,5.15625,1.7030303030303,0.426767823924134,0.873077093983454,1,1
"29136114_10541",3,9,5,17,0.176470588235294,0.529411764705882,0.294117647058824,1.0625,7.96875,7.96875,4.77254901960784,0.0919716860337385,0.873077093983454,1,1
"29136114_10542",3,9,5,17,0.176470588235294,0.529411764705882,0.294117647058824,1.0625,7.96875,7.96875,4.77254901960784,0.0919716860337385,0.873077093983454,1,1
"29136377_1941",6,3,0,9,0.666666666666667,0.333333333333333,0,0.5625,4.21875,4.21875,57.1333333333333,3.92332513220934e-13,6.13501050901207e-10,6.74851155991328e-09,6.74498056729429e-09
"29137914_8919",1,2,5,8,0.125,0.25,0.625,0.5,3.75,3.75,1.73333333333333,0.420350384508682,0.873077093983454,1,1
"29140063_2556",1,3,4,8,0.125,0.375,0.5,0.5,3.75,3.75,0.666666666666667,0.716531310573789,0.873077093983454,1,1
"29149092_1430",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"29155649_3994",1,9,7,17,0.0588235294117647,0.529411764705882,0.411764705882353,1.0625,7.96875,7.96875,0.254901960784314,0.880336568529908,0.932086009804441,1,1
"29157070_1354",1,3,1,5,0.2,0.6,0.2,0.3125,2.34375,2.34375,2.46666666666667,0.291319891133471,0.873077093983454,1,1
"29157070_1387",1,0,0,1,1,0,0,0.0625,0.46875,0.46875,15,0.000553084370147834,0.0656110637993992,1,1
"29157070_1454",1,3,2,6,0.166666666666667,0.5,0.333333333333333,0.375,2.8125,2.8125,1.28888888888889,0.52495410227809,0.873077093983454,1,1
"29161972_6944",2,5,1,8,0.25,0.625,0.125,0.5,3.75,3.75,6.93333333333333,0.0312209271612309,0.873077093983454,1,1
"29167589_804",1,2,7,10,0.1,0.2,0.7,0.625,4.6875,4.6875,2.90666666666667,0.233789688854993,0.873077093983454,1,1
"29167589_816",1,2,7,10,0.1,0.2,0.7,0.625,4.6875,4.6875,2.90666666666667,0.233789688854993,0.873077093983454,1,1
"29173818_2709",1,6,3,10,0.1,0.6,0.3,0.625,4.6875,4.6875,1.2,0.548811636094026,0.873077093983454,1,1
"29174845_4713",5,2,8,15,0.333333333333333,0.133333333333333,0.533333333333333,0.9375,7.03125,7.03125,21.3377777777778,2.32573606511248e-05,0.00634999778666664,0.400049860559998,0.398607904199629
"29181264_6716",2,2,0,4,0.5,0.5,0,0.25,1.875,1.875,14.1333333333333,0.000853071948300611,0.0911409352963901,1,1
"29183039_1174",2,3,9,14,0.142857142857143,0.214285714285714,0.642857142857143,0.875,6.5625,6.5625,4.28571428571429,0.117319166094251,0.873077093983454,1,1
"29184866_1862",1,4,4,9,0.111111111111111,0.444444444444444,0.444444444444444,0.5625,4.21875,4.21875,0.362962962962963,0.834033690228808,0.914722116996534,1,1
"29190461_517",4,5,4,13,0.307692307692308,0.384615384615385,0.307692307692308,0.8125,6.09375,6.09375,13.4205128205128,0.00121835168667894,0.122554779898038,1,1
"29198201_1087",3,6,4,13,0.230769230769231,0.461538461538462,0.307692307692308,0.8125,6.09375,6.09375,6.61025641025641,0.0366945071108195,0.873077093983454,1,1
"29202154_4561",1,0,1,2,0.5,0,0.5,0.125,0.9375,0.9375,7.06666666666667,0.0292073954384949,0.873077093983454,1,1
"29202154_4668",1,1,2,4,0.25,0.25,0.5,0.25,1.875,1.875,2.66666666666667,0.263597138115727,0.873077093983454,1,1
"29203810_4475",1,5,2,8,0.125,0.625,0.25,0.5,3.75,3.75,1.73333333333333,0.420350384508682,0.873077093983454,1,1
"29205484_3826",1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,0.4375,3.28125,3.28125,1.38095238095238,0.501337280177891,0.873077093983454,1,1
"29205484_3882",1,8,3,12,0.0833333333333333,0.666666666666667,0.25,0.75,5.625,5.625,2.31111111111111,0.314882553549455,0.873077093983454,1,1
"29210178_6747",2,0,0,2,1,0,0,0.125,0.9375,0.9375,30,3.05902320501826e-07,0.000119586950339816,0.0052618258149519,0.00525142513605484
"29237346_4293",1,6,3,10,0.1,0.6,0.3,0.625,4.6875,4.6875,1.2,0.548811636094026,0.873077093983454,1,1
"29253970_3997",1,8,3,12,0.0833333333333333,0.666666666666667,0.25,0.75,5.625,5.625,2.31111111111111,0.314882553549455,0.873077093983454,1,1
"29253970_4080",1,8,3,12,0.0833333333333333,0.666666666666667,0.25,0.75,5.625,5.625,2.31111111111111,0.314882553549455,0.873077093983454,1,1
"29264179_2539",2,4,2,8,0.25,0.5,0.25,0.5,3.75,3.75,5.33333333333333,0.0694834512228015,0.873077093983454,1,1
"29264179_2580",1,3,2,6,0.166666666666667,0.5,0.333333333333333,0.375,2.8125,2.8125,1.28888888888889,0.52495410227809,0.873077093983454,1,1
"29264179_2582",1,3,2,6,0.166666666666667,0.5,0.333333333333333,0.375,2.8125,2.8125,1.28888888888889,0.52495410227809,0.873077093983454,1,1
"29284028_2440",1,0,3,4,0.25,0,0.75,0.25,1.875,1.875,4.8,0.0907179532894125,0.873077093983454,1,1
"29284028_2454",1,0,3,4,0.25,0,0.75,0.25,1.875,1.875,4.8,0.0907179532894125,0.873077093983454,1,1
"29284028_2464",1,0,3,4,0.25,0,0.75,0.25,1.875,1.875,4.8,0.0907179532894125,0.873077093983454,1,1
"29284028_2574",1,0,3,4,0.25,0,0.75,0.25,1.875,1.875,4.8,0.0907179532894125,0.873077093983454,1,1
"29284028_2663",1,0,3,4,0.25,0,0.75,0.25,1.875,1.875,4.8,0.0907179532894125,0.873077093983454,1,1
"29334491_10067",2,6,2,10,0.2,0.6,0.2,0.625,4.6875,4.6875,4.93333333333333,0.0848672789700174,0.873077093983454,1,1
"29334608_276102",2,0,0,2,1,0,0,0.125,0.9375,0.9375,30,3.05902320501826e-07,0.000119586950339816,0.0052618258149519,0.00525142513605484
"29334608_276172",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"29334608_276433",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"29334608_278115",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"29334616_161665",1,3,2,6,0.166666666666667,0.5,0.333333333333333,0.375,2.8125,2.8125,1.28888888888889,0.52495410227809,0.873077093983454,1,1
"29334734_119735",2,2,1,5,0.4,0.4,0.2,0.3125,2.34375,2.34375,9.93333333333333,0.00696633047746791,0.485132998149496,1,1
"29334860_58346",1,6,4,11,0.0909090909090909,0.545454545454545,0.363636363636364,0.6875,5.15625,5.15625,0.539393939393939,0.763610856509453,0.873077093983454,1,1
"29334860_58407",1,5,3,9,0.111111111111111,0.555555555555556,0.333333333333333,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29334873_165013",1,2,6,9,0.111111111111111,0.222222222222222,0.666666666666667,0.5625,4.21875,4.21875,2.25925925925926,0.323152920527728,0.873077093983454,1,1
"29334873_165070",1,2,6,9,0.111111111111111,0.222222222222222,0.666666666666667,0.5625,4.21875,4.21875,2.25925925925926,0.323152920527728,0.873077093983454,1,1
"29334873_165105",1,2,6,9,0.111111111111111,0.222222222222222,0.666666666666667,0.5625,4.21875,4.21875,2.25925925925926,0.323152920527728,0.873077093983454,1,1
"29335716_138800",1,5,3,9,0.111111111111111,0.555555555555556,0.333333333333333,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29335891_396984",1,1,1,3,0.333333333333333,0.333333333333333,0.333333333333333,0.1875,1.40625,1.40625,3.75555555555556,0.152929571925722,0.873077093983454,1,1
"29335993_25507",1,4,5,10,0.1,0.4,0.5,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"29335993_25528",1,5,4,10,0.1,0.5,0.4,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"29335993_25550",1,5,3,9,0.111111111111111,0.555555555555556,0.333333333333333,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29335993_25553",1,4,3,8,0.125,0.5,0.375,0.5,3.75,3.75,0.666666666666667,0.716531310573789,0.873077093983454,1,1
"29336259_27607",1,6,4,11,0.0909090909090909,0.545454545454545,0.363636363636364,0.6875,5.15625,5.15625,0.539393939393939,0.763610856509453,0.873077093983454,1,1
"29336465_36899",1,2,10,13,0.0769230769230769,0.153846153846154,0.769230769230769,0.8125,6.09375,6.09375,5.2974358974359,0.0707418496266606,0.873077093983454,1,1
"29336622_261123",1,4,8,13,0.0769230769230769,0.307692307692308,0.615384615384615,0.8125,6.09375,6.09375,1.35897435897436,0.506876862579111,0.873077093983454,1,1
"29336622_261147",1,5,7,13,0.0769230769230769,0.384615384615385,0.538461538461538,0.8125,6.09375,6.09375,0.374358974358974,0.829294875228351,0.914722116996534,1,1
"29336980_171541",2,1,0,3,0.666666666666667,0.333333333333333,0,0.1875,1.40625,1.40625,19.0444444444444,7.32068016774976e-05,0.0155460517982054,1,1
"29336980_171932",2,6,3,11,0.181818181818182,0.545454545454545,0.272727272727273,0.6875,5.15625,5.15625,3.54545454545455,0.169869077204735,0.873077093983454,1,1
"29337586_227351",1,4,6,11,0.0909090909090909,0.363636363636364,0.545454545454545,0.6875,5.15625,5.15625,0.539393939393939,0.763610856509453,0.873077093983454,1,1
"29337786_490",2,3,6,11,0.181818181818182,0.272727272727273,0.545454545454545,0.6875,5.15625,5.15625,3.54545454545455,0.169869077204735,0.873077093983454,1,1
"29338161_67691",1,10,10,21,0.0476190476190476,0.476190476190476,0.476190476190476,1.3125,9.84375,9.84375,0.0793650793650794,0.961094500092498,0.968981097010203,1,1
"29338591_14556",1,6,5,12,0.0833333333333333,0.5,0.416666666666667,0.75,5.625,5.625,0.177777777777778,0.914947228730031,0.948632650446788,1,1
"29338591_25370",3,2,0,5,0.6,0.4,0,0.3125,2.34375,2.34375,25.5066666666667,2.89266211338987e-06,0.000872924228288054,0.0497566810124191,0.0496062625825228
"29338591_25389",4,0,0,4,1,0,0,0.25,1.875,1.875,60,9.35762296884017e-14,2.01200590858775e-10,1.6096047268702e-09,1.60904326949207e-09
"29338841_49895",1,10,3,14,0.0714285714285714,0.714285714285714,0.214285714285714,0.875,6.5625,6.5625,3.75238095238095,0.153172510035001,0.873077093983454,1,1
"29338901_440",1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,0.375,2.8125,2.8125,2.71111111111111,0.257804030198663,0.873077093983454,1,1
"29339144_227100",1,6,4,11,0.0909090909090909,0.545454545454545,0.363636363636364,0.6875,5.15625,5.15625,0.539393939393939,0.763610856509453,0.873077093983454,1,1
"29339144_759625",1,3,5,9,0.111111111111111,0.333333333333333,0.555555555555556,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29339431_61152",1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,0.4375,3.28125,3.28125,1.38095238095238,0.501337280177891,0.873077093983454,1,1
"29340426_25672",1,2,5,8,0.125,0.25,0.625,0.5,3.75,3.75,1.73333333333333,0.420350384508682,0.873077093983454,1,1
"29340792_10219",1,3,5,9,0.111111111111111,0.333333333333333,0.555555555555556,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29340792_10287",1,4,5,10,0.1,0.4,0.5,0.625,4.6875,4.6875,0.346666666666667,0.840857282364351,0.914722116996534,1,1
"29340795_12273",2,6,4,12,0.166666666666667,0.5,0.333333333333333,0.75,5.625,5.625,2.57777777777778,0.275576809498595,0.873077093983454,1,1
"29340871_246402",1,4,4,9,0.111111111111111,0.444444444444444,0.444444444444444,0.5625,4.21875,4.21875,0.362962962962963,0.834033690228808,0.914722116996534,1,1
"29340871_246423",1,3,5,9,0.111111111111111,0.333333333333333,0.555555555555556,0.5625,4.21875,4.21875,0.837037037037037,0.658020943906314,0.873077093983454,1,1
"29340883_49038",2,8,3,13,0.153846153846154,0.615384615384615,0.230769230769231,0.8125,6.09375,6.09375,3.9025641025641,0.142091785805461,0.873077093983454,1,1
"29341440_8198",3,2,0,5,0.6,0.4,0,0.3125,2.34375,2.34375,25.5066666666667,2.89266211338987e-06,0.000872924228288054,0.0497566810124191,0.0496062625825228
"29341468_93084",1,10,3,14,0.0714285714285714,0.714285714285714,0.214285714285714,0.875,6.5625,6.5625,3.75238095238095,0.153172510035001,0.873077093983454,1,1
"29341790_61582",2,3,3,8,0.25,0.375,0.375,0.5,3.75,3.75,4.8,0.0907179532894125,0.873077093983454,1,1
"29342185_12181",1,3,1,5,0.2,0.6,0.2,0.3125,2.34375,2.34375,2.46666666666667,0.291319891133471,0.873077093983454,1,1
"29342442_162521",2,7,2,11,0.181818181818182,0.636363636363636,0.181818181818182,0.6875,5.15625,5.15625,5.0969696969697,0.078200061226403,0.873077093983454,1,1
"29342442_162559",3,6,3,12,0.25,0.5,0.25,0.75,5.625,5.625,8,0.0183156388887342,0.873077093983454,1,1
"29342442_162589",1,0,2,3,0.333333333333333,0,0.666666666666667,0.1875,1.40625,1.40625,5.17777777777778,0.0751034420112446,0.873077093983454,1,1
"29342442_162612",1,0,2,3,0.333333333333333,0,0.666666666666667,0.1875,1.40625,1.40625,5.17777777777778,0.0751034420112446,0.873077093983454,1,1
"29342442_162634",3,5,6,14,0.214285714285714,0.357142857142857,0.428571428571429,0.875,6.5625,6.5625,5.58095238095238,0.061391972680649,0.873077093983454,1,1
"29342717_9331",2,1,0,3,0.666666666666667,0.333333333333333,0,0.1875,1.40625,1.40625,19.0444444444444,7.32068016774976e-05,0.0155460517982054,1,1
"29342805_224741",1,1,5,7,0.142857142857143,0.142857142857143,0.714285714285714,0.4375,3.28125,3.28125,3.20952380952381,0.20093739145124,0.873077093983454,1,1
"29342805_224762",1,1,6,8,0.125,0.125,0.75,0.5,3.75,3.75,3.86666666666667,0.144665176638995,0.873077093983454,1,1
