,19_2-F,1922-S1,1922-1-S2,1922-11-S3,1922-111-S4
13923025_186,0,0,0,0,0
13923025_193,0,0,0,0,0
13923025_195,1,0,0,0,0
13923025_217,0,0,0,0,0
13923025_243,1,1,1,1,1
13923025_258,0,0,0,0,0
13923025_270,1,1,1,1,1
13923025_282,0,0,0,0,0
14099780_128,1,0,0,0,0
14099780_220,1,0,0,0,0
14099780_228,1,0,0,0,0
1441214_2511,0,0,0,0,0
1441214_2530,0,0,0,0,0
1441214_2562,0,0,0,0,0
1441214_2619,0,0,0,0,0
1441214_2634,0,0,0,0,0
14485987_171,0,0,0,0,0
14485987_172,0,0,0,0,0
14485987_175,0,0,0,0,0
14485987_182,0,0,0,0,0
14485987_188,0,0,0,0,0
14485987_200,0,0,0,0,0
14485987_203,0,0,0,0,0
14485987_221,0,0,0,0,0
14808049_151,0,0,0,0,0
14808049_154,0,0,0,0,0
14808049_164,0,0,0,0,0
14808049_228,0,0,0,0,0
14808049_262,0,0,0,0,0
14808049_273,0,0,0,0,0
14808049_274,0,0,0,0,0
15090513_298,1,1,1,1,1
15090513_318,0,0,0,0,0
15090513_347,1,1,1,1,1
15240933_286,1,1,1,1,1
15240933_294,1,1,1,1,1
15240933_298,1,1,1,1,1
15240933_304,1,2,2,2,2
15240933_316,0,0,0,0,0
15240933_328,1,1,1,1,1
15240933_343,1,1,1,1,1
15240937_111,1,2,2,2,2
15240937_177,1,1,1,1,1
15389861_126,1,1,2,2,2
15389861_131,1,1,2,2,2
15389861_176,1,1,2,2,2
15389861_201,1,1,2,2,2
15389861_204,1,1,2,2,2
15419711_499,1,1,1,1,1
15419711_517,1,1,1,1,1
15419711_521,1,1,1,1,1
15419711_523,1,1,1,1,1
15419711_534,1,1,1,1,1
15419711_568,1,1,1,1,1
15419711_596,1,0,0,0,0
15462443_611,1,1,1,1,1
15462443_612,2,2,2,2,2
15462443_671,0,0,0,0,0
15462443_713,1,2,2,2,2
1558924_1376,2,2,2,2,2
15901180_338,0,0,0,0,0
1615033_488,2,2,2,2,2
1615033_496,2,2,2,2,2
1615033_500,2,2,2,2,2
1615033_558,2,2,2,2,2
1615033_575,2,2,2,2,2
1615033_628,2,2,2,2,2
1615033_681,2,2,2,2,2
1615033_725,1,1,0,0,0
1615033_758,0,0,0,0,0
1615033_785,1,1,1,1,1
1615033_789,0,0,0,0,0
1615033_791,0,0,0,0,0
1615033_794,1,1,1,NA,0
16168833_95,0,0,0,0,0
16323825_111,0,0,0,0,0
16323825_112,1,1,1,NA,0
16323825_114,0,0,0,0,0
16323825_118,0,0,0,0,0
16323825_126,0,0,0,0,0
16323825_127,0,0,0,0,0
16323825_128,1,1,1,NA,0
16323825_134,1,1,1,1,1
16323825_139,0,0,0,0,0
16323825_140,0,0,0,0,0
16323825_147,0,0,0,0,0
16323825_241,1,0,0,0,0
16323825_291,0,0,0,0,0
16323825_298,0,0,0,0,0
16323825_303,1,1,1,1,1
16323825_312,0,0,0,0,0
16323825_319,0,0,0,0,0
16323825_322,0,0,0,0,0
16323825_323,0,0,0,0,0
16323825_336,1,1,1,1,1
16323825_341,0,0,0,0,0
16323825_343,0,0,0,0,0
16323825_349,0,0,0,0,0
16323825_363,1,1,1,NA,0
16323825_367,0,0,0,0,0
16323825_370,1,1,1,1,1
16323825_372,0,0,0,0,0
16323825_379,1,1,1,1,1
16323825_380,0,0,0,0,0
16323825_387,0,0,0,0,0
16323825_393,0,0,0,0,0
16323825_395,0,0,0,0,0
16323825_402,0,0,0,0,0
16323825_412,0,0,0,0,0
16323825_420,0,0,0,0,0
16323825_421,0,0,0,0,0
16323825_429,0,0,0,0,0
16323825_433,0,0,0,0,0
16323825_442,0,0,0,0,0
16323825_445,0,0,0,0,0
16323825_447,0,0,0,0,0
16323825_454,0,0,0,0,0
16323825_461,0,0,0,0,0
16323825_472,1,1,1,1,1
16323825_96,0,0,0,0,0
16553979_135,0,0,0,0,0
16553979_144,0,0,0,0,0
16553979_151,0,0,0,0,0
16553979_165,0,0,0,0,0
16553979_204,0,0,0,0,0
16553979_206,0,0,0,0,0
16553979_381,0,0,0,0,0
170704_219,0,0,0,0,0
17094313_124,1,1,1,NA,0
17094313_144,0,0,0,0,0
17094313_152,1,1,1,NA,0
17094313_168,1,1,1,NA,0
17094313_189,1,1,1,1,1
17094313_194,1,1,1,1,1
17094313_208,1,1,1,1,1
17094313_217,1,1,1,1,1
17094313_218,1,1,1,1,1
17094313_220,1,1,1,1,1
17094313_236,0,0,0,0,0
17094313_239,1,1,1,NA,0
17094313_249,1,1,1,1,1
17094313_252,1,1,1,1,1
17094313_278,0,0,0,0,0
17372574_255,0,0,0,0,0
17372574_318,0,0,0,0,0
17372574_356,0,0,0,0,0
17372574_391,0,0,0,0,0
17372574_449,0,0,0,0,0
1769240_184,0,0,0,0,0
1769240_255,0,0,0,0,0
1769240_266,0,0,0,0,0
1776611_334,0,0,0,0,0
1776611_369,0,0,0,0,0
1776611_377,0,0,0,0,0
17898864_119,0,0,0,0,0
17898864_120,0,0,0,0,0
17983281_143,0,0,0,0,0
17983281_171,0,0,0,0,0
17983281_233,0,0,0,0,0
17983281_238,0,0,0,0,0
17983281_263,0,0,0,0,0
17983281_267,0,0,0,0,0
17983281_273,0,0,0,0,0
17983281_329,0,0,0,0,0
17983281_374,0,0,0,0,0
17983281_376,0,0,0,0,0
18150287_169,1,1,0,0,0
18491939_68,0,0,0,0,0
18491939_69,0,0,0,0,0
18491939_74,1,1,1,1,1
18491939_76,0,0,0,0,0
18491939_78,0,0,0,0,0
18530056_131,1,0,0,0,0
18530056_180,0,0,0,0,0
18530056_182,1,1,0,0,0
18530056_203,1,1,0,0,0
19039973_215,2,2,2,2,2
19039973_222,2,2,2,2,2
19196369_361,0,0,0,0,0
19196369_362,0,0,0,0,0
1946607_103,0,0,0,0,0
1946607_118,0,0,0,0,0
1946607_124,0,0,0,0,0
1946607_126,1,1,1,1,1
1946607_131,0,0,0,0,0
1946607_139,0,0,0,0,0
1946607_141,1,1,1,NA,2
1946607_143,1,1,1,1,1
1946607_165,0,0,0,0,0
1946607_173,1,1,1,1,1
1946607_193,1,1,1,1,1
1946607_79,0,0,0,0,0
1946607_92,0,0,0,0,0
1946607_93,0,0,0,0,0
1946607_94,1,1,1,NA,0
1946607_99,1,1,1,1,1
20066919_116,0,0,0,0,0
20066919_81,0,0,0,0,0
21533801_233,0,0,0,0,0
21533801_279,0,0,0,0,0
21533801_292,0,0,0,0,0
21533801_293,0,0,0,0,0
21533801_295,1,1,1,NA,2
21533801_324,0,0,0,0,0
21533801_329,1,1,1,NA,2
21533801_343,0,0,0,0,0
21533801_359,0,0,0,0,0
21533801_362,0,0,0,0,0
21533806_205,0,0,0,0,0
21533806_257,0,0,0,0,0
21533806_299,0,0,0,0,0
21533806_313,0,0,0,0,0
21533806_355,0,0,0,0,0
21533806_357,0,0,0,0,0
21533806_359,0,0,0,0,0
21533806_393,0,0,0,0,0
21533806_415,0,0,0,0,0
21533806_425,0,0,0,0,0
2231860_229,1,1,1,1,1
2231860_287,1,1,1,1,1
2231860_334,0,0,0,0,0
2231860_364,0,0,0,0,0
2231860_414,0,0,0,0,0
2310012_408,1,1,1,1,1
2310012_415,0,0,0,0,0
2310012_417,1,1,1,1,1
2310012_425,1,1,1,1,1
2310012_431,0,0,0,0,0
2310012_445,0,0,0,0,0
2310012_446,0,0,0,0,0
2310012_447,0,0,0,0,0
2310012_448,1,1,1,1,1
2310012_449,0,0,0,0,0
2310012_450,1,1,1,1,1
2310012_471,0,0,0,0,0
2310012_474,1,1,1,1,1
2310012_476,1,1,1,1,1
23369181_217,0,0,0,0,0
23369181_222,0,0,0,0,0
23369181_224,0,0,0,0,0
23369181_226,0,0,0,0,0
23369181_235,0,0,0,0,0
23369181_236,0,0,0,0,0
23369181_237,0,0,0,0,0
23369181_238,0,0,0,0,0
23369181_241,0,0,0,0,0
23369181_272,0,0,0,0,0
2425235_128,1,1,1,1,1
2425235_134,1,1,1,1,1
2425235_135,1,1,1,1,1
2425235_189,1,1,1,1,1
2425235_197,1,1,1,1,1
2463178_3049,0,0,0,0,0
2463178_3051,0,0,0,0,0
2463178_3055,0,0,0,0,0
2463178_3058,0,0,0,0,0
2463178_3078,0,0,0,0,0
2463178_3092,0,0,0,0,0
2463178_3093,0,0,0,0,0
2463178_3101,0,0,0,0,0
2463178_3103,0,0,0,0,0
2463178_3196,0,0,0,0,0
2463178_3209,0,0,0,0,0
2463178_3238,0,0,0,0,0
2483091_2120,1,1,0,0,0
24893276_385,0,0,0,0,0
24893276_399,0,0,0,0,0
2499965_205,0,NA,NA,NA,NA
2709928_3838,0,0,0,0,0
2709928_3841,1,0,0,0,0
2709928_3842,0,0,0,0,0
2709928_3848,0,0,0,0,0
2709928_3856,1,0,0,0,0
2709928_3891,0,0,0,0,0
2709928_3893,1,1,1,1,1
2709928_3898,1,1,1,1,1
2709928_3910,1,1,1,1,1
2709928_3916,1,1,1,1,1
2709928_3928,1,1,1,1,1
2709928_3951,0,0,0,0,0
2709928_3956,0,0,0,0,0
2709928_3985,0,0,0,0,0
2709928_3987,1,1,1,1,1
2709928_4016,0,0,0,0,0
2788774_733,1,1,1,1,1
2788774_769,0,0,0,0,0
2788774_776,1,1,1,1,1
2788774_818,0,0,0,0,0
2788774_827,0,0,0,0,0
2788774_828,0,0,0,0,0
2788774_835,0,0,0,0,0
2788774_855,0,0,0,0,0
2788774_860,0,0,0,0,0
2788774_862,0,0,0,0,0
2788774_863,0,0,0,0,0
2788774_865,0,0,0,0,0
28134526_2510,1,0,0,0,0
28134598_200,0,0,0,0,0
28135302_592,0,0,0,0,0
28135302_619,1,1,1,1,1
28135302_625,1,1,1,1,1
28135302_635,1,1,1,1,1
28135302_652,0,0,0,0,0
28135302_706,1,1,1,1,1
28135869_189,0,0,0,0,0
28135869_330,0,0,0,0,0
28137071_1295,0,0,0,0,0
28137071_1359,1,1,1,1,1
28137071_1470,1,1,1,1,1
28137572_3637,0,0,0,0,0
28137572_3722,0,0,0,0,0
28137572_3742,0,0,0,0,0
28137572_3768,0,0,0,0,0
28137572_3772,0,0,0,0,0
28137572_3774,0,0,0,0,0
28137572_3783,0,0,0,0,0
28138317_165,0,0,0,0,0
28138317_246,1,1,1,1,1
28138317_272,0,0,0,0,0
28138351_5375,0,0,0,0,0
28138351_5415,0,0,0,0,0
28139210_128,1,1,1,1,1
28139210_199,1,1,1,1,1
28139210_255,1,1,1,1,1
28139210_333,0,0,0,0,0
28139328_1127,0,0,0,0,0
28139328_1230,0,0,0,0,0
28139713_121,1,1,1,1,1
28139713_148,0,0,0,0,0
28139713_160,1,1,1,1,1
28139713_203,1,1,1,1,1
28139713_219,1,1,1,1,1
28139713_220,1,1,1,1,1
28139713_223,1,0,0,0,0
28139713_225,1,1,1,1,1
28139713_236,1,0,0,0,0
28139713_70,0,0,0,0,0
28139713_71,0,0,0,0,0
28139713_79,0,0,0,0,0
28139713_91,0,0,0,0,0
28139713_92,0,0,0,0,0
28140702_484,0,0,0,0,0
28140702_489,1,1,1,1,1
28140702_490,0,0,0,0,0
28140702_491,0,0,0,0,0
28140702_529,0,0,0,0,0
28140702_531,0,0,0,0,0
28140702_532,1,1,1,1,1
28140702_537,0,0,0,0,0
28140702_545,1,1,1,1,1
28140702_553,0,0,0,0,0
28140702_571,1,1,1,1,1
28140702_581,1,1,1,1,1
28140702_586,1,1,1,1,1
28140702_612,1,1,1,1,1
28140702_632,1,0,0,0,0
28140702_637,0,0,0,0,0
28141228_3013,0,0,0,0,0
2814320_533,0,0,0,0,0
28143895_1004,0,0,0,0,0
28143895_956,0,0,0,0,0
28144677_2696,0,0,0,0,0
28145705_5676,2,2,2,2,2
28145947_719,1,1,1,1,1
28149078_4214,1,1,1,1,1
28149078_4244,1,1,1,1,1
28149078_4296,0,0,0,0,0
28149078_4344,1,1,1,1,1
28149078_4409,1,1,1,1,1
28150842_758,1,1,1,1,1
28152325_411,1,1,1,1,1
28152325_452,1,1,1,1,1
28152325_475,1,1,1,1,1
28152975_2759,0,0,0,0,0
28152975_2760,0,0,0,0,0
28152975_2794,0,0,0,0,0
28152975_2803,0,0,0,0,0
28152975_2811,0,0,0,0,0
28152975_2851,0,0,0,0,0
28152975_2853,0,0,0,0,0
28152975_2854,0,0,0,0,0
28152975_2860,0,0,0,0,0
28152975_2861,0,0,0,0,0
28152975_2873,0,0,0,0,0
28152975_2884,0,0,0,0,0
28152975_2893,0,0,0,0,0
28152975_2898,0,0,0,0,0
28152975_2899,0,0,0,0,0
28152975_2903,0,0,0,0,0
28152975_2907,0,0,0,0,0
28152975_2908,2,2,2,2,2
28152975_2919,0,0,0,0,0
28152975_2924,0,0,0,0,0
28152975_2928,0,0,0,0,0
28152975_2929,0,0,0,0,0
28153607_182,1,1,1,1,1
28153607_207,0,0,0,0,0
28153863_4300,0,0,0,0,0
28153863_4539,0,0,0,0,0
28154626_133,0,0,0,0,0
28154626_222,0,0,0,0,0
28154626_326,0,0,0,0,0
28154626_338,1,1,1,1,1
28154626_3509,1,1,1,1,1
28154626_3513,0,0,0,0,0
28154626_3525,1,1,1,1,1
28154626_3569,1,1,1,1,1
28154626_3598,0,0,0,0,0
28154626_3606,1,1,1,1,1
28154976_181,0,0,0,0,0
28155185_4505,1,1,1,1,1
28155185_4601,1,1,1,1,1
28155185_4618,1,1,1,1,1
28155185_4654,1,1,1,1,1
28155185_4662,1,1,1,1,1
28155185_4677,1,0,0,0,0
28155185_4708,0,0,0,0,0
28155190_441,0,0,0,0,0
28155190_443,1,1,1,1,1
28155190_447,1,0,0,0,0
28155190_461,1,1,1,1,1
28155190_462,0,0,0,0,0
28155190_480,1,1,1,1,1
28155190_499,1,1,1,1,1
28155190_532,0,0,0,0,0
28155190_552,1,1,1,1,1
28155190_555,1,1,1,1,1
28155190_564,1,1,1,1,1
28155190_572,1,1,1,1,1
28155190_589,1,1,1,1,1
28155190_593,1,1,1,1,1
28155190_599,1,1,1,NA,0
28155190_605,1,1,1,1,1
28155190_606,1,1,1,1,1
28155190_616,1,0,0,0,0
28155190_637,1,0,0,0,0
28155190_653,1,1,1,1,1
28155190_679,1,1,1,1,1
28155190_683,1,1,1,1,1
28155190_698,1,1,1,1,1
28155318_331,0,0,0,0,0
28155318_391,0,0,0,0,0
28155318_395,0,0,0,0,0
28155318_400,0,0,0,0,0
28155318_419,1,1,1,1,1
28155318_425,0,0,0,0,0
28155318_426,0,0,0,0,0
28155318_475,1,1,1,1,1
28155318_476,1,1,1,1,1
28155318_503,0,0,0,0,0
28155318_510,1,1,1,1,1
28155370_383,1,1,0,0,0
28155370_386,1,1,0,0,0
28155370_398,1,1,0,0,0
28155370_412,0,0,0,0,0
28155711_595,1,1,1,1,1
28155711_611,1,1,1,1,1
28155711_672,1,1,1,1,1
28155711_870,0,0,0,0,0
28155711_879,0,0,0,0,0
28155711_887,1,1,1,1,1
28156791_792,0,0,0,0,0
28156791_804,2,2,2,2,2
28156791_944,2,2,2,2,2
28156791_977,2,2,2,2,2
28158048_447,2,2,2,2,2
28158048_449,1,1,1,1,1
28158048_450,1,1,1,1,1
28158048_503,1,1,1,NA,2
28158258_79,1,0,0,0,0
28159089_150,0,0,0,0,0
28159089_271,1,1,2,2,2
28159089_398,0,0,0,0,0
28162055_1003,0,0,0,0,0
28162055_1053,0,0,0,0,0
28162055_952,0,0,0,0,0
28162055_958,0,0,0,0,0
28163155_1004,0,0,0,0,0
28164259_2495,1,1,1,1,1
28164259_2504,1,1,1,1,1
28164259_2506,1,1,1,1,1
28164259_2512,1,1,1,1,1
28164259_2619,0,0,0,0,0
28164259_2649,1,1,1,1,1
28164259_2650,1,1,1,1,1
28165285_403,1,1,0,0,0
28165285_510,1,1,1,1,1
28165285_545,1,2,2,2,2
28165285_553,0,0,0,0,0
28165285_576,0,0,0,0,0
28165285_620,0,0,0,0,0
28165285_628,0,0,0,0,0
28165285_644,0,0,0,0,0
28165285_655,0,0,0,0,0
28165552_514,0,0,0,0,0
28165552_516,0,0,0,0,0
28165823_1377,0,0,0,0,0
28165862_339,1,0,0,0,0
28165862_409,1,1,1,1,1
28166317_1056,0,0,0,0,0
28166317_963,1,1,1,1,1
28166317_969,1,1,1,1,1
28168451_381,2,2,2,2,2
28169166_1094,1,1,1,1,1
28169166_1157,0,0,0,0,0
28169166_894,1,1,1,1,1
28172411_1974,1,1,1,1,1
28172411_1975,1,1,1,1,1
28172411_2045,1,1,1,1,1
28172901_199,0,0,0,0,0
28173112_1790,1,1,1,1,1
28174220_1890,1,0,0,0,0
28175193_2593,1,1,1,1,1
28175193_2632,1,1,1,1,1
28175193_2654,1,1,1,1,1
28175193_2664,1,1,1,1,1
28175193_2671,1,1,1,1,1
28175193_2672,0,0,0,0,0
28175193_2674,1,1,1,1,1
28175193_2680,0,0,0,0,0
28175193_2687,1,1,1,1,1
28175193_2710,1,0,0,0,0
28175193_2723,0,0,0,0,0
28176026_544,0,0,0,0,0
28176026_564,1,1,1,1,1
28176026_627,0,0,0,0,0
28176026_696,1,1,1,1,1
28176026_726,1,1,1,1,1
28176026_728,0,0,0,0,0
28176831_494,0,0,0,0,0
28176831_552,0,0,0,0,0
28176831_556,0,0,0,0,0
28176831_563,0,0,0,0,0
28176831_585,0,0,0,0,0
28178873_161,0,0,0,0,0
28178873_231,1,1,1,1,1
28178873_271,1,1,1,1,1
28182045_500,1,1,1,1,1
28182045_553,1,2,2,2,2
28182045_557,1,1,1,1,1
28183414_496,1,1,1,1,1
28183414_504,1,1,1,1,1
28183414_695,1,1,1,1,1
28185651_5063,1,1,1,1,1
28185651_5181,1,1,1,1,1
28186833_151,0,0,0,0,0
28186833_170,0,0,0,0,0
28186833_99,0,0,0,0,0
28186905_353,0,0,0,0,0
28186905_395,0,0,0,0,0
28186905_396,1,1,1,1,1
28186905_437,1,1,1,1,1
28187955_1023,1,1,1,1,1
28187955_1070,0,0,0,0,0
28187955_1108,1,1,1,1,1
28187955_1110,0,0,0,0,0
28187955_1163,1,1,1,1,1
28187955_1220,0,0,0,0,0
28187955_1267,0,0,0,0,0
28189582_726,1,1,1,1,1
28189582_766,0,0,0,0,0
28189712_529,0,0,0,0,0
28189712_530,0,0,0,0,0
28189712_567,1,0,0,0,0
28189712_615,1,0,0,0,0
28189804_527,1,1,1,1,1
28189804_545,0,0,0,0,0
28189804_546,0,0,0,0,0
28189804_578,1,1,1,1,1
28189804_582,1,1,1,1,1
28189804_598,1,2,2,2,2
28189804_627,1,1,1,1,1
28189804_633,0,0,0,0,0
28189804_636,0,0,0,0,0
28189804_655,1,1,1,NA,0
28189804_691,0,0,0,0,0
28190152_3542,1,1,1,1,1
28191375_115,1,1,1,1,1
28191375_198,0,0,0,0,0
28191375_217,0,0,0,0,0
28191386_6048,1,1,1,1,1
28191386_6086,1,1,1,1,1
28191386_6100,1,1,1,1,1
28191386_6145,1,1,1,1,1
28191386_6238,1,1,1,NA,0
28191386_6246,1,1,1,1,1
28191386_6259,1,1,1,1,1
28191386_6269,1,1,1,1,1
28191386_6294,1,1,1,NA,0
28192406_163,1,2,2,2,2
28192406_219,1,1,1,1,1
28192406_274,1,1,1,1,1
28192406_275,1,1,1,1,1
28192759_503,1,0,0,0,0
28192759_531,0,0,0,0,0
28192759_553,0,0,0,0,0
28192759_591,0,0,0,0,0
28192759_609,0,0,0,0,0
28192759_651,0,0,0,0,0
28193251_335,0,0,0,0,0
28193251_342,0,0,0,0,0
28193251_350,0,0,0,0,0
28193251_354,0,0,0,0,0
28193251_359,0,0,0,0,0
28193251_408,0,0,0,0,0
28193251_443,0,0,0,0,0
28193251_447,0,0,0,0,0
28193867_1275,1,1,1,1,1
28193867_1323,0,0,0,0,0
28193867_1329,1,1,1,1,1
28193867_1389,1,1,1,1,1
28194901_400,0,0,0,0,0
28194901_466,0,0,0,0,0
28194901_472,1,1,1,1,1
28194901_488,0,0,0,0,0
28194901_498,0,0,0,0,0
28194901_551,0,0,0,0,0
28194901_571,0,0,0,0,0
28194901_576,0,0,0,0,0
28194901_616,0,0,0,0,0
28194901_619,1,1,1,1,1
28194901_633,1,1,1,1,1
28199523_183,2,2,2,2,2
28200142_914,1,1,1,1,1
28200142_943,1,1,1,1,1
28200142_965,1,1,1,1,1
28200142_989,0,0,0,0,0
28200142_999,1,1,1,1,1
28201521_724,0,0,0,0,0
28202325_434,0,0,0,0,0
28202325_529,0,0,0,0,0
28202325_533,0,0,0,0,0
28202331_579,0,0,0,0,0
28203107_526,0,0,0,0,0
28203765_2838,1,1,1,1,1
28203765_2877,0,0,0,0,0
28203765_2918,1,1,1,1,1
28203765_2920,1,1,1,1,1
28208394_1908,0,0,0,0,0
28208394_2111,0,0,0,0,0
28209353_291,1,1,1,1,1
28209353_316,1,1,1,1,1
28209708_1046,0,0,0,0,0
28209708_1128,1,1,1,1,1
28210049_285,0,0,0,0,0
28210095_649,1,1,1,1,1
28210095_734,0,0,0,0,0
28210095_777,1,1,1,1,1
28210095_853,1,1,1,1,1
28211226_1176,0,0,0,0,0
28211226_1295,1,1,1,1,1
28211226_1296,1,1,1,1,1
28211890_429,0,0,0,0,0
28211890_443,0,0,0,0,0
28211890_450,0,0,0,0,0
28211890_467,1,1,1,1,1
28211890_476,0,0,0,0,0
28211890_481,1,1,1,1,1
28211890_519,0,0,0,0,0
28211890_529,1,1,1,1,1
28211890_531,0,0,0,0,0
28211890_542,1,1,1,1,1
28211890_588,0,0,0,0,0
28211890_665,0,0,0,0,0
28211890_667,0,0,0,0,0
28211890_687,0,0,0,0,0
28211890_690,1,1,1,1,1
28211890_698,1,1,1,1,1
28211890_707,0,0,0,0,0
28211890_740,0,0,0,0,0
28211890_770,1,1,1,NA,0
28211890_791,0,0,0,0,0
28212607_434,1,1,1,1,1
28212607_435,0,0,0,0,0
28212607_453,0,0,0,0,0
28212607_456,0,0,0,0,0
28212607_458,1,2,2,2,2
28212607_465,1,1,1,1,1
28212607_470,0,0,0,0,0
28212607_471,0,0,0,0,0
28212607_475,0,0,0,0,0
28212607_479,0,0,0,0,0
28212607_485,0,0,0,0,0
28212607_486,1,1,1,1,1
28212607_488,0,0,0,0,0
28212607_492,0,0,0,0,0
28212607_495,1,1,1,1,1
28212607_500,0,0,0,0,0
28212607_518,0,0,0,0,0
28212607_522,1,1,1,1,1
28212607_535,1,1,1,1,1
28212607_539,1,0,0,0,0
28212607_544,1,2,2,2,2
28212607_545,0,0,0,0,0
28212607_552,1,2,2,2,2
28212607_583,1,0,0,0,0
28212607_584,0,0,0,0,0
28212607_591,0,0,0,0,0
28212607_624,0,0,0,0,0
28212607_629,0,0,0,0,0
28212607_673,0,0,0,0,0
28212607_687,0,0,0,0,0
28212607_734,0,0,0,0,0
28213126_917,0,0,0,0,0
28219388_1316,0,0,0,0,0
28219388_1317,0,0,0,0,0
28219388_1377,0,0,0,0,0
28219388_1459,1,1,1,1,1
28219388_1476,0,0,0,0,0
28221113_4389,0,0,0,0,0
28221113_4411,1,1,1,1,1
28221113_4458,0,0,0,0,0
28221113_4466,0,0,0,0,0
28221113_4471,1,0,0,0,0
28221113_4474,0,0,0,0,0
28221113_4475,0,0,0,0,0
28221113_4502,0,0,0,0,0
28221113_4515,0,0,0,0,0
28221113_4519,1,0,0,0,0
28221113_4527,1,1,1,1,1
28221113_4549,0,0,0,0,0
28221113_4566,1,1,1,1,1
28221113_4608,0,0,0,0,0
28221113_4645,1,2,2,2,2
28221113_4664,0,0,0,0,0
28221113_4666,0,0,0,0,0
28221911_2747,0,0,0,0,0
28221911_2826,0,0,0,0,0
28221911_2840,0,0,0,0,0
28221911_2841,0,0,0,0,0
28221911_2865,0,0,0,0,0
28221911_2878,0,0,0,0,0
28222015_403,0,0,0,0,0
28222015_409,0,0,0,0,0
28222015_413,0,0,0,0,0
28222015_417,1,1,1,1,1
28222015_462,0,0,0,0,0
28222015_468,0,0,0,0,0
28222015_469,1,1,1,1,1
28222015_520,1,1,1,NA,0
28222015_531,0,0,0,0,0
28222015_556,0,0,0,0,0
28222015_569,1,1,1,1,1
28222015_573,0,0,0,0,0
28222015_610,0,0,0,0,0
28222015_680,0,0,0,0,0
28222015_693,0,0,0,0,0
28222105_4529,1,0,0,0,0
28222105_4646,1,1,1,1,1
28223716_456,0,0,0,0,0
28223716_503,0,0,0,0,0
28223716_598,1,0,0,0,0
28225927_2454,1,1,1,1,1
28225927_2464,1,1,1,1,1
28225927_2507,1,1,1,1,1
28225927_2517,1,1,1,1,1
28225927_2561,1,1,1,1,1
28225927_2579,1,1,1,1,1
28225927_2600,1,1,1,1,1
28225927_2609,0,0,0,0,0
28225927_2623,0,0,0,0,0
28225927_2657,1,1,1,1,1
28229852_4693,1,1,1,1,1
28229852_4712,1,1,1,1,1
28230922_525,0,0,0,0,0
28230922_563,0,0,0,0,0
28230922_597,0,0,0,0,0
28230922_600,0,0,0,0,0
28230922_602,0,0,0,0,0
28230922_627,0,0,0,0,0
28231171_1349,1,1,2,2,2
28231171_1377,1,1,2,2,2
28231171_1460,0,0,0,0,0
28235015_148,1,1,1,NA,0
28311128_2464,1,2,2,2,2
28311128_2514,1,2,2,2,2
28311128_2572,1,2,2,2,2
28317569_5060,0,0,0,0,0
