,26_1-F,2612-S1,2612-1-S2,2612-12-S3,2612-121-S4
2310012_449,0,0,0,0,0
2310012_476,0,0,0,0,0
23369181_217,0,0,0,0,0
23369181_222,0,0,0,0,0
23369181_224,0,0,0,0,0
23369181_226,0,0,0,0,0
23369181_235,0,0,0,0,0
23369181_236,0,0,0,0,0
23369181_237,0,0,0,0,0
23369181_238,0,0,0,0,0
2463178_3049,0,0,0,0,0
2463178_3051,0,0,0,0,0
2463178_3055,0,0,0,0,0
2463178_3058,0,0,0,0,0
2463178_3078,0,0,0,0,0
2463178_3092,0,0,0,0,0
2463178_3093,0,0,0,0,0
2463178_3101,0,0,0,0,0
2463178_3103,0,0,0,0,0
2463178_3196,0,0,0,0,0
2463178_3238,0,0,0,0,0
2499965_205,0,0,0,0,0
2709928_3841,0,0,0,0,0
2709928_3842,0,0,0,0,0
2709928_3848,0,0,0,0,0
2709928_3856,0,0,0,0,0
2709928_3891,0,0,0,0,0
2709928_3893,0,0,0,0,0
2709928_3956,0,0,0,0,0
2709928_3985,0,0,0,0,0
2788774_818,0,0,0,0,0
2788774_827,0,0,0,0,0
2788774_828,0,0,0,0,0
2788774_835,0,0,0,0,0
2788774_855,0,0,0,0,0
2788774_860,0,0,0,0,0
2788774_862,0,0,0,0,0
2788774_863,0,0,0,0,0
2788774_865,0,0,0,0,0
28134526_2510,0,0,0,0,0
28135302_592,0,0,0,0,0
28135302_652,0,0,0,0,0
28137071_1295,0,0,0,0,0
28137572_3722,0,0,0,0,0
28138317_165,0,0,0,0,0
28138317_272,0,0,0,0,0
28138351_5375,0,0,0,0,0
28138351_5415,0,0,0,0,0
28139210_128,0,0,0,0,0
28139210_333,0,0,0,0,0
28139328_1230,0,0,0,0,0
28139713_70,0,0,0,0,0
28139713_71,0,0,0,0,0
28139713_79,0,0,0,0,0
28139713_91,0,0,0,0,0
28139713_92,0,0,0,0,0
28139713_148,0,0,0,0,0
28140702_490,0,0,0,0,0
28140702_491,0,0,0,0,0
28140702_529,0,0,0,0,0
28140702_531,0,0,0,0,0
28140702_532,0,0,0,0,0
28140702_537,0,0,0,0,0
28140702_553,0,0,0,0,0
28140702_632,0,0,0,0,0
28140702_637,0,0,0,0,0
2814320_533,0,0,0,0,0
28143895_956,0,0,0,0,0
28143895_1004,0,0,0,0,0
28144677_2696,0,0,0,0,0
28145705_5676,0,0,0,0,0
28149078_4296,0,0,0,0,0
28152975_2759,0,0,0,0,0
28152975_2760,0,0,0,0,0
28152975_2794,0,0,0,0,0
28152975_2811,0,0,0,0,0
28152975_2851,0,0,0,0,0
28152975_2853,0,0,0,0,0
28152975_2854,0,0,0,0,0
28152975_2860,0,0,0,0,0
28152975_2861,0,0,0,0,0
28152975_2873,0,0,0,0,0
28152975_2884,0,0,0,0,0
28152975_2893,0,0,0,0,0
28152975_2898,0,0,0,0,0
28152975_2899,0,0,0,0,0
28152975_2903,0,0,0,0,0
28152975_2907,0,0,0,0,0
28152975_2919,0,0,0,0,0
28152975_2924,0,0,0,0,0
28152975_2928,0,0,0,0,0
28152975_2929,0,0,0,0,0
28153607_207,0,0,0,0,0
28153863_4300,0,0,0,0,0
28153863_4539,0,0,0,0,0
28154626_133,0,0,0,0,0
28154626_222,0,0,0,0,0
28154626_326,0,0,0,0,0
28154626_3513,0,0,0,0,0
28154626_3598,0,0,0,0,0
28154976_181,0,0,0,0,0
28155185_4601,0,0,0,0,0
28155185_4677,0,0,0,0,0
28155185_4708,0,0,0,0,0
28155190_441,0,0,0,0,0
28155190_443,0,0,0,0,0
28155190_447,0,0,0,0,0
28155190_462,0,0,0,0,0
28155190_499,0,0,0,0,0
28155190_532,0,0,0,0,0
28155190_552,0,0,0,0,0
28155190_555,0,0,0,0,0
28155190_564,0,0,0,0,0
28155190_572,0,0,0,0,0
28155190_599,0,0,0,0,0
28155190_637,0,0,0,0,0
28155318_331,0,0,0,0,0
28155370_412,0,0,0,0,0
28155711_611,0,0,0,0,0
28155711_672,0,0,0,0,0
28155711_879,0,0,0,0,0
28156791_792,0,0,0,0,0
28156791_804,0,0,0,0,0
28156791_944,0,0,0,0,0
28156791_977,0,0,0,0,0
28158048_449,0,0,0,0,0
28159089_150,0,0,0,0,0
28159089_398,0,0,0,0,0
28162055_952,0,0,0,0,0
28162055_958,0,0,0,0,0
28162055_1053,0,0,0,0,0
28164259_2619,0,0,0,0,0
28165285_403,0,0,0,0,0
28165285_553,0,0,0,0,0
28165285_576,0,0,0,0,0
28165285_620,0,0,0,0,0
28165285_628,0,0,0,0,0
28165285_644,0,0,0,0,0
28165285_655,0,0,0,0,0
28165552_514,0,0,0,0,0
28165552_516,0,0,0,0,0
28165823_1377,0,0,0,0,0
28165862_339,0,0,0,0,0
28169166_1157,0,0,0,0,0
28172411_2045,0,0,0,0,0
28172901_199,0,0,0,0,0
28173112_1790,0,0,0,0,0
28174220_1890,0,0,0,0,0
28175193_2672,0,0,0,0,0
28175193_2723,0,0,0,0,0
28176026_544,0,0,0,0,0
28176026_627,0,0,0,0,0
28176026_728,0,0,0,0,0
28176831_552,0,0,0,0,0
28176831_563,0,0,0,0,0
28178873_231,0,0,0,0,0
28183414_496,0,0,0,0,0
28183414_504,0,0,0,0,0
28186833_151,0,0,0,0,0
28186905_353,0,0,0,0,0
28186905_395,0,0,0,0,0
28187955_1070,0,0,0,0,0
28187955_1110,0,0,0,0,0
28187955_1220,0,0,0,0,0
28187955_1267,0,0,0,0,0
28189712_567,0,0,0,0,0
28189712_615,0,0,0,0,0
28189804_545,0,0,0,0,0
28189804_546,0,0,0,0,0
28189804_633,0,0,0,0,0
28189804_636,0,0,0,0,0
28189804_691,0,0,0,0,0
28191375_217,0,0,0,0,0
28191386_6086,0,0,0,0,0
28191386_6100,0,0,0,0,0
28191386_6145,0,0,0,0,0
28191386_6246,0,0,0,0,0
28191386_6259,0,0,0,0,0
28191386_6269,0,0,0,0,0
28192406_219,0,0,0,0,0
28192759_651,0,0,0,0,0
28193251_408,0,0,0,0,0
28193867_1323,0,0,0,0,0
28194901_400,0,0,0,0,0
28194901_466,0,0,0,0,0
28194901_498,0,0,0,0,0
28194901_551,0,0,0,0,0
28194901_571,0,0,0,0,0
28194901_576,0,0,0,0,0
28194901_616,0,0,0,0,0
28194901_651,0,0,0,0,0
28200142_989,0,0,0,0,0
28201521_724,0,0,0,0,0
28202325_434,0,0,0,0,0
28202331_579,0,0,0,0,0
28203765_2877,0,0,0,0,0
28208394_1908,0,0,0,0,0
28208394_2111,0,0,0,0,0
28209708_1046,0,0,0,0,0
28210049_285,0,0,0,0,0
28210095_734,0,0,0,0,0
28210418_6944,0,0,0,0,0
28211890_429,0,0,0,0,0
28211890_443,0,0,0,0,0
28211890_450,0,0,0,0,0
28211890_476,0,0,0,0,0
28211890_519,0,0,0,0,0
28211890_531,0,0,0,0,0
28211890_588,0,0,0,0,0
28211890_665,0,0,0,0,0
28211890_667,0,0,0,0,0
28211890_707,0,0,0,0,0
28211890_740,0,0,0,0,0
28211890_770,0,0,0,0,0
28211890_791,0,0,0,0,0
28212607_470,0,0,0,0,0
28212607_471,0,0,0,0,0
28212607_475,0,0,0,0,0
28212607_488,0,0,0,0,0
28212607_500,0,0,0,0,0
28212607_518,0,0,0,0,0
28212607_539,0,0,0,0,0
28212607_545,0,0,0,0,0
28212607_583,0,0,0,0,0
28212607_584,0,0,0,0,0
28212607_589,0,0,0,0,0
28212607_591,0,0,0,0,0
28212607_624,0,0,0,0,0
28212607_629,0,0,0,0,0
28212607_673,0,0,0,0,0
28212607_687,0,0,0,0,0
28212607_734,0,0,0,0,0
28213126_917,0,0,0,0,0
28219388_1316,0,0,0,0,0
28219388_1317,0,0,0,0,0
28219388_1377,0,0,0,0,0
28219388_1476,0,0,0,0,0
28221911_2841,0,0,0,0,0
28221911_2878,0,0,0,0,0
28222015_403,0,0,0,0,0
28222015_413,0,0,0,0,0
28222015_462,0,0,0,0,0
28222015_469,0,0,0,0,0
28222015_520,0,0,0,0,0
28222015_531,0,0,0,0,0
28222015_556,0,0,0,0,0
28222015_573,0,0,0,0,0
28222015_610,0,0,0,0,0
28222015_680,0,0,0,0,0
28222015_693,0,0,0,0,0
28222105_4529,0,0,0,0,0
28223716_503,0,0,0,0,0
28223716_598,0,0,0,0,0
28225927_2600,0,0,0,0,0
28225927_2623,0,0,0,0,0
28230922_597,0,0,0,0,0
28230922_600,0,0,0,0,0
28230922_602,0,0,0,0,0
28231171_1349,0,0,0,0,0
28231171_1377,0,0,0,0,0
28317569_5146,0,0,0,0,0
28320050_15383,0,0,0,0,0
28322358_2328,0,0,0,0,0
28322358_2329,0,0,0,0,0
28322358_2348,0,0,0,0,0
28322358_2349,0,0,0,0,0
28322358_2371,0,0,0,0,0
28322358_2377,0,0,0,0,0
28322358_2395,0,0,0,0,0
28322358_2397,0,0,0,0,0
28322358_2406,0,0,0,0,0
28322358_2416,0,0,0,0,0
28322358_2426,0,0,0,0,0
28322358_2449,0,0,0,0,0
28322358_2452,0,0,0,0,0
28322358_2467,0,0,0,0,0
28328279_5050,0,0,0,0,0
28328279_5065,0,0,0,0,0
28335906_495,0,0,0,0,0
28335906_505,0,0,0,0,0
28341080_5835,0,0,0,0,0
28343736_6351,0,0,0,0,0
28344428_2515,0,0,0,0,0
28358534_518,0,0,0,0,0
28363539_2496,0,0,0,0,0
28363539_2645,0,0,0,0,0
28364013_6515,0,0,0,0,0
28364013_6566,0,0,0,0,0
28364013_6585,0,0,0,0,0
28364013_6588,0,0,0,0,0
28364013_6589,0,0,0,0,0
28381674_2555,0,0,0,0,0
28381674_2564,0,0,0,0,0
28381674_2590,0,0,0,0,0
28381674_2599,0,0,0,0,0
28381674_2601,0,0,0,0,0
283892801_3931,0,0,0,0,0
283892801_3938,0,0,0,0,0
28390819_2898,0,0,0,0,0
28392660_517,0,0,0,0,0
28406179_585,0,0,0,0,0
28412054_428,0,0,0,0,0
28412054_434,0,0,0,0,0
28412054_478,0,0,0,0,0
28412054_500,0,0,0,0,0
28412054_516,0,0,0,0,0
28412054_522,0,0,0,0,0
28412054_542,0,0,0,0,0
28412054_549,0,0,0,0,0
28412054_552,0,0,0,0,0
28412054_570,0,0,0,0,0
28412054_589,0,0,0,0,0
28414616_2362,0,0,0,0,0
28414616_2638,0,0,0,0,0
28414616_2654,0,0,0,0,0
28414616_2664,0,0,0,0,0
28414616_2688,0,0,0,0,0
28414616_2692,0,0,0,0,0
28415762_6706,0,0,0,0,0
28415762_6733,0,0,0,0,0
28421154_7989,0,0,0,0,0
28421931_500,0,0,0,0,0
28421931_501,0,0,0,0,0
28421931_512,0,0,0,0,0
28421931_516,0,0,0,0,0
28421931_591,0,0,0,0,0
28422837_2527,0,0,0,0,0
28422837_2570,0,0,0,0,0
28422837_2653,0,0,0,0,0
28430478_3086,0,0,0,0,0
28430478_3091,0,0,0,0,0
28430478_3094,0,0,0,0,0
28430478_3130,0,0,0,0,0
28430478_3143,0,0,0,0,0
28430478_3235,0,0,0,0,0
28430478_3329,0,0,0,0,0
28439869_4503,0,0,0,0,0
28439869_4516,0,0,0,0,0
28439869_4518,0,0,0,0,0
28439869_4525,0,0,0,0,0
28439869_4577,0,0,0,0,0
28439869_4594,0,0,0,0,0
28439869_4623,0,0,0,0,0
28439869_4624,0,0,0,0,0
28439869_4666,0,0,0,0,0
28439869_4669,0,0,0,0,0
28439869_4694,0,0,0,0,0
28446824_1149,0,0,0,0,0
28446824_1162,0,0,0,0,0
28446824_1207,0,0,0,0,0
28446824_1212,0,0,0,0,0
28446824_1218,0,0,0,0,0
28453941_1441,0,0,0,0,0
28453941_1512,0,0,0,0,0
28453941_1528,0,0,0,0,0
28453941_1587,0,0,0,0,0
28453941_1642,0,0,0,0,0
28453941_1661,0,0,0,0,0
28454432_894,0,0,0,0,0
28454832_6791,0,0,0,0,0
28454832_6792,0,0,0,0,0
28454832_6808,0,0,0,0,0
28454832_6894,0,0,0,0,0
28454832_6926,0,0,0,0,0
28454832_6973,0,0,0,0,0
28455147_1213,0,0,0,0,0
28455147_1309,0,0,0,0,0
28455147_1377,0,0,0,0,0
28455147_1381,0,0,0,0,0
28455147_1393,0,0,0,0,0
28455147_1424,0,0,0,0,0
28458922_2558,0,0,0,0,0
28458922_2594,0,0,0,0,0
28458922_2604,0,0,0,0,0
28459035_1480,0,0,0,0,0
28462371_4609,0,0,0,0,0
28477215_4960,0,0,0,0,0
28477215_5030,0,0,0,0,0
284791983_1677,0,0,0,0,0
284791983_1678,0,0,0,0,0
284791983_1695,0,0,0,0,0
28481182_2601,0,0,0,0,0
28486405_464,0,0,0,0,0
28486405_651,0,0,0,0,0
28488778_2323,0,0,0,0,0
28488778_2358,0,0,0,0,0
28488778_2461,0,0,0,0,0
28488778_2466,0,0,0,0,0
28496243_4016,0,0,0,0,0
28496243_4031,0,0,0,0,0
28496243_4038,0,0,0,0,0
28496911_6520,0,0,0,0,0
28496911_6585,0,0,0,0,0
28496911_6635,0,0,0,0,0
28496911_6720,0,0,0,0,0
28499031_2843,0,0,0,0,0
28499031_2844,0,0,0,0,0
28503057_5664,0,0,0,0,0
28503057_5736,0,0,0,0,0
28503057_6317,0,0,0,0,0
28503057_6335,0,0,0,0,0
28508237_6868,0,0,0,0,0
28508237_6870,0,0,0,0,0
28508237_6871,0,0,0,0,0
28508237_6881,0,0,0,0,0
28508237_6902,0,0,0,0,0
28516380_7127,0,0,0,0,0
28516380_7150,0,0,0,0,0
28528639_923,0,0,0,0,0
28536438_1011,0,0,0,0,0
28541923_4915,0,0,0,0,0
28541923_5072,0,0,0,0,0
28541923_5077,0,0,0,0,0
28545283_4411,0,0,0,0,0
28545283_4412,0,0,0,0,0
28545283_4417,0,0,0,0,0
28545283_4421,0,0,0,0,0
28545283_4440,0,0,0,0,0
28545283_4442,0,0,0,0,0
28545283_4460,0,0,0,0,0
28545283_4462,0,0,0,0,0
28545283_4469,0,0,0,0,0
28545283_4473,0,0,0,0,0
28545283_4484,0,0,0,0,0
28545283_4494,0,0,0,0,0
28545283_4512,0,0,0,0,0
28545283_4518,0,0,0,0,0
28545283_4525,0,0,0,0,0
28545283_4536,0,0,0,0,0
28545283_4597,0,0,0,0,0
28545283_4644,0,0,0,0,0
28545283_4654,0,0,0,0,0
28545283_4669,0,0,0,0,0
28545283_4675,0,0,0,0,0
28545283_4694,0,0,0,0,0
28545283_4706,0,0,0,0,0
28545283_4728,0,0,0,0,0
28545283_4738,0,0,0,0,0
28545283_4742,0,0,0,0,0
28545283_4751,0,0,0,0,0
28545283_4766,0,0,0,0,0
28546760_2430,0,0,0,0,0
28546760_2457,0,0,0,0,0
28546760_2483,0,0,0,0,0
28548805_5411,0,0,0,0,0
28549730_2555,0,0,0,0,0
28550782_6686,0,0,0,0,0
28555865_4676,0,0,0,0,0
28563923_2965,0,0,0,0,0
28563923_2968,0,0,0,0,0
28563923_2974,0,0,0,0,0
28563923_2984,0,0,0,0,0
28563923_2988,0,0,0,0,0
28563923_2990,0,0,0,0,0
28563923_3006,0,0,0,0,0
28563923_3012,0,0,0,0,0
28563923_3069,0,0,0,0,0
28563923_3091,0,0,0,0,0
28570372_2363,0,0,0,0,0
28573260_2593,0,0,0,0,0
28585555_2980,0,0,0,0,0
28585555_3044,0,0,0,0,0
28585555_3097,0,0,0,0,0
28585555_3100,0,0,0,0,0
28604918_6861,0,0,0,0,0
28604918_6885,0,0,0,0,0
28604918_6907,0,0,0,0,0
28610758_7361,0,0,0,0,0
28610989_543,0,0,0,0,0
28610989_587,0,0,0,0,0
28610989_604,0,0,0,0,0
28610989_619,0,0,0,0,0
28611099_7078,0,0,0,0,0
28611099_7088,0,0,0,0,0
28611099_7090,0,0,0,0,0
28611099_7091,0,0,0,0,0
28611099_7123,0,0,0,0,0
28611099_7125,0,0,0,0,0
28611099_7139,0,0,0,0,0
28611099_7149,0,0,0,0,0
28611099_7171,0,0,0,0,0
28611099_7201,0,0,0,0,0
28611099_7256,0,0,0,0,0
28611099_7289,0,0,0,0,0
28612003_8124,0,0,0,0,0
28612003_8135,0,0,0,0,0
28612003_8180,0,0,0,0,0
28612003_8215,0,0,0,0,0
28624944_2735,0,0,0,0,0
28628206_4156,0,0,0,0,0
28628206_4233,0,0,0,0,0
28637309_3125,0,0,0,0,0
28640187_2505,0,0,0,0,0
28640187_2530,0,0,0,0,0
28640187_2569,0,0,0,0,0
28640187_2583,0,0,0,0,0
28640187_2594,0,0,0,0,0
28641128_10364,0,0,0,0,0
28641128_10377,0,0,0,0,0
28641128_10393,0,0,0,0,0
28650929_3764,0,0,0,0,0
28662839_1945,0,0,0,0,0
28664203_6462,0,0,0,0,0
28664203_6522,0,0,0,0,0
28668574_652,0,0,0,0,0
28668574_654,0,0,0,0,0
28668574_656,0,0,0,0,0
28671596_843,0,0,0,0,0
28671596_891,0,0,0,0,0
28671596_995,0,0,0,0,0
28671596_1035,0,0,0,0,0
28671596_1069,0,0,0,0,0
28675799_1044,0,0,0,0,0
28675799_1062,0,0,0,0,0
28675799_1086,0,0,0,0,0
28675799_1153,0,0,0,0,0
28675799_1159,0,0,0,0,0
28675799_1192,0,0,0,0,0
28680637_8145,0,0,0,0,0
28682723_791,0,0,0,0,0
28682723_900,0,0,0,0,0
28682875_1092,0,0,0,0,0
28682875_1107,0,0,0,0,0
28682875_1282,0,0,0,0,0
28682875_1414,0,0,0,0,0
28682875_1452,0,0,0,0,0
28682875_1767,0,0,0,0,0
28682875_1773,0,0,0,0,0
28682875_1825,0,0,0,0,0
28682875_1856,0,0,0,0,0
28682875_1928,0,0,0,0,0
28683721_2129,0,0,0,0,0
28683721_2161,0,0,0,0,0
28694473_626,0,0,0,0,0
28695874_5272,0,0,0,0,0
28704765_2580,0,0,0,0,0
28711267_2457,0,0,0,0,0
28711267_2465,0,0,0,0,0
28711267_2472,0,0,0,0,0
28711267_2474,0,0,0,0,0
28711349_2586,0,0,0,0,0
28711358_5188,0,0,0,0,0
28711358_5229,0,0,0,0,0
28711358_5236,0,0,0,0,0
28711358_5329,0,0,0,0,0
28711358_5343,0,0,0,0,0
287141251_1389,0,0,0,0,0
287141251_1476,0,0,0,0,0
287141251_1485,0,0,0,0,0
287141251_1706,0,0,0,0,0
287141251_1846,0,0,0,0,0
287141251_1877,0,0,0,0,0
28720981_4034,0,0,0,0,0
28720981_4128,0,0,0,0,0
28720981_4183,0,0,0,0,0
28720981_4187,0,0,0,0,0
28727121_732,0,0,0,0,0
28727121_743,0,0,0,0,0
28727121_785,0,0,0,0,0
28727121_791,0,0,0,0,0
28727121_796,0,0,0,0,0
28727121_834,0,0,0,0,0
28727121_861,0,0,0,0,0
28730041_8535,0,0,0,0,0
28730041_8577,0,0,0,0,0
28730802_636,0,0,0,0,0
28734945_619,0,0,0,0,0
28734945_634,0,0,0,0,0
28734945_641,0,0,0,0,0
28734945_645,0,0,0,0,0
28734945_646,0,0,0,0,0
28734945_665,0,0,0,0,0
28737940_871,0,0,0,0,0
28737940_1000,0,0,0,0,0
28738383_4861,0,0,0,0,0
28747967_7354,0,0,0,0,0
28747967_7404,0,0,0,0,0
28765283_1252,0,0,0,0,0
28765283_1269,0,0,0,0,0
28765283_1281,0,0,0,0,0
28765283_1289,0,0,0,0,0
28765283_1294,0,0,0,0,0
28765283_1297,0,0,0,0,0
28765283_1300,0,0,0,0,0
28765283_1304,0,0,0,0,0
28765283_1308,0,0,0,0,0
28769454_8753,0,0,0,0,0
28769454_8787,0,0,0,0,0
28769454_8804,0,0,0,0,0
28774788_6497,0,0,0,0,0
28774788_6604,0,0,0,0,0
28774788_6634,0,0,0,0,0
28777453_2773,0,0,0,0,0
28777453_2817,0,0,0,0,0
28777453_2826,0,0,0,0,0
28777453_2833,0,0,0,0,0
28777453_2843,0,0,0,0,0
28777453_2896,0,0,0,0,0
28777453_2913,0,0,0,0,0
28777453_2916,0,0,0,0,0
28777453_2922,0,0,0,0,0
28777453_2938,0,0,0,0,0
28777453_2964,0,0,0,0,0
28777453_3064,0,0,0,0,0
28777453_3081,0,0,0,0,0
28777453_3118,0,0,0,0,0
28801238_6525,0,0,0,0,0
28801584_2329,0,0,0,0,0
28801584_2346,0,0,0,0,0
28801584_2400,0,0,0,0,0
28801584_2416,0,0,0,0,0
28801584_2436,0,0,0,0,0
28801584_2440,0,0,0,0,0
28801584_2484,0,0,0,0,0
28802725_2632,0,0,0,0,0
28807472_2579,0,0,0,0,0
28807472_2611,0,0,0,0,0
28808277_3044,0,0,0,0,0
28808277_3069,0,0,0,0,0
28808277_3071,0,0,0,0,0
28808277_3112,0,0,0,0,0
28808277_3153,0,0,0,0,0
28808277_3188,0,0,0,0,0
28808277_3223,0,0,0,0,0
28810525_5401,0,0,0,0,0
28810837_5258,0,0,0,0,0
28812475_2426,0,0,0,0,0
28812475_2442,0,0,0,0,0
28812475_2466,0,0,0,0,0
28812475_2488,0,0,0,0,0
28812475_2596,0,0,0,0,0
28814400_2492,0,0,0,0,0
28814400_2510,0,0,0,0,0
28814400_2654,0,0,0,0,0
28814400_2712,0,0,0,0,0
28819086_14181,0,0,0,0,0
28819086_14252,0,0,0,0,0
28819086_14276,0,0,0,0,0
28819086_14300,0,0,0,0,0
28819086_14315,0,0,0,0,0
28819086_14316,0,0,0,0,0
28819086_14356,0,0,0,0,0
28821625_3524,0,0,0,0,0
28833999_4531,0,0,0,0,0
28833999_4575,0,0,0,0,0
28833999_4576,0,0,0,0,0
28844154_719,0,0,0,0,0
