,6_1-F,611-S1,611-1-S2,611-11-S3,611-111-S4
28172901_199,0,0,0,0,0
28173112_1790,0,0,0,0,0
28175193_2680,0,0,0,0,0
28175193_2710,0,0,0,0,0
28175193_2723,1,1,1,1,1
28176026_544,0,0,0,0,0
28176026_564,1,1,1,1,1
28176026_627,0,0,0,0,0
28176831_494,0,0,0,0,0
28176831_552,0,0,0,0,0
28176831_556,0,0,0,0,0
28176831_563,0,0,0,0,0
28176831_585,0,0,0,0,0
28183414_496,0,0,0,0,0
28183414_504,0,0,0,0,0
28185651_5063,1,1,1,1,1
28186833_99,0,0,0,0,0
28186905_395,0,0,0,0,0
28186905_396,1,1,1,1,1
28187955_1220,0,0,0,0,0
28187955_1267,0,0,0,0,0
28189582_766,0,0,0,0,0
28189712_529,0,0,0,0,0
28189712_530,0,0,0,0,0
28189804_527,1,1,0,0,0
28189804_546,0,0,0,0,0
28189804_578,0,0,0,0,0
28189804_598,1,1,1,1,1
28189804_633,0,0,0,0,0
28189804_636,0,0,0,0,0
28190152_3542,1,1,1,1,0
28191375_217,0,0,0,0,0
28191386_6048,1,2,2,2,2
28191386_6246,1,1,1,1,1
28191386_6259,1,1,1,1,1
28191386_6269,1,1,1,1,1
28191386_6294,1,0,0,0,0
28192406_219,0,0,0,0,0
28192759_455,1,1,1,1,1
28192759_503,0,0,0,0,0
28192759_531,0,0,0,0,0
28192759_553,0,0,0,0,0
28192759_591,0,0,0,0,0
28192759_609,0,0,0,0,0
28192759_651,0,0,0,0,0
28193251_354,0,0,0,0,0
28193251_359,0,0,0,0,0
28193251_408,0,0,0,0,0
28193251_443,0,0,0,0,0
28194901_400,0,0,0,0,0
28194901_466,0,0,0,0,0
28194901_472,0,0,0,0,0
28194901_488,1,1,1,1,1
28194901_498,0,0,0,0,0
28194901_571,0,0,0,0,0
28194901_633,1,1,1,1,1
28200142_989,1,0,0,0,0
28201521_724,0,0,0,0,0
28202325_434,0,0,0,0,0
28202325_529,1,1,1,2,2
28202325_533,1,1,1,2,2
28202331_579,0,0,0,0,0
28203107_526,0,0,0,0,0
28203765_2877,0,0,0,0,0
28208394_1908,0,0,0,0,0
28209708_1046,0,0,0,0,0
28209708_1128,1,1,1,1,1
28210049_285,0,0,0,0,0
28210095_649,1,1,1,1,1
28210095_734,1,1,1,1,1
28210095_853,1,1,1,1,1
28210418_6944,0,0,0,0,0
28211890_429,0,0,0,0,0
28211890_443,0,0,0,0,0
28211890_450,0,0,0,0,0
28211890_476,0,0,0,0,0
28211890_481,0,0,0,0,0
28211890_519,0,0,0,0,0
28211890_687,1,1,1,0,0
28211890_707,0,0,0,0,0
28211890_740,0,0,0,0,0
28211890_791,0,0,0,0,0
28212607_458,1,2,2,2,2
28212607_545,0,0,0,0,0
28212607_629,0,0,0,0,0
28219388_1377,0,0,0,0,0
28219388_1476,0,0,0,0,0
28221113_4389,0,0,0,0,0
28221113_4411,1,1,1,1,1
28221113_4608,0,0,0,0,0
28221113_4645,2,2,2,2,2
28221113_4664,0,0,0,0,0
28221113_4666,0,0,0,0,0
28221911_2747,1,1,0,0,0
28221911_2840,0,0,0,0,0
28221911_2841,0,0,0,0,0
28221911_2865,1,1,1,1,1
28221911_2878,0,0,0,0,0
28222015_413,1,1,1,1,1
28222015_468,1,1,1,1,1
28222015_469,1,1,1,1,1
28222015_556,0,0,0,0,0
28222015_573,0,0,0,0,0
28222015_610,0,0,0,0,0
28222105_4529,0,0,0,0,0
28223716_503,1,1,1,1,1
28225927_2600,0,0,0,0,0
28225927_2609,1,1,1,1,1
28225927_2623,0,0,0,0,0
28225927_2657,1,1,1,1,1
28230922_627,1,1,2,2,2
28231171_1460,0,0,0,0,0
28311128_2464,1,0,0,0,0
28311128_2514,1,0,0,0,0
28311128_2572,1,0,0,0,0
28317569_5060,1,2,2,2,2
28317569_5069,1,2,2,2,2
28317569_5277,1,2,2,2,2
28322358_2328,1,0,0,0,0
28322358_2329,1,0,0,0,0
28322358_2348,1,1,0,0,0
28322358_2349,1,1,0,0,0
28322358_2371,1,1,0,0,0
28322358_2377,1,1,0,0,0
28322358_2395,1,1,0,0,0
28322358_2397,1,1,0,0,0
28322358_2406,1,1,0,0,0
28328279_5032,1,1,1,1,1
28328279_5042,1,1,1,1,1
28335906_383,0,0,0,0,0
28335906_406,0,0,0,0,0
28335906_417,0,0,0,0,0
28335906_440,1,1,2,2,2
28335906_461,2,2,2,2,2
28335906_472,0,0,0,0,0
28335906_490,1,1,2,2,2
28335906_495,0,0,0,0,0
28335906_505,1,0,0,0,0
28337450_6501,0,0,0,0,0
28337450_6549,1,1,1,0,0
28337450_6585,0,0,0,0,0
28341080_5826,2,2,2,2,2
28341080_5835,0,0,0,0,0
28344428_2515,0,0,0,0,0
28358534_518,0,0,0,0,0
28358534_557,1,1,0,0,0
28358534_559,1,1,0,0,0
28363539_2496,0,0,0,0,0
28363539_2645,0,0,0,0,0
28364013_6515,0,0,0,0,0
28364013_6566,0,0,0,0,0
28364013_6585,0,0,0,0,0
28364013_6589,0,0,0,0,0
28365538_6235,0,0,0,0,0
28365538_6254,0,0,0,0,0
28367983_508,2,2,2,2,2
28367983_560,2,2,2,2,2
28367983_576,2,2,2,2,2
28381674_2555,0,0,0,0,0
28381674_2564,0,0,0,0,0
28381674_2590,0,0,0,0,0
28381674_2599,0,0,0,0,0
28381674_2601,0,0,0,0,0
28384057_2555,2,2,2,2,2
28390819_2898,0,0,0,0,0
28406179_585,0,0,0,0,0
28414616_2664,0,0,0,0,0
28415762_6733,0,0,0,0,0
28421154_7989,1,1,1,1,1
28421931_501,0,0,0,0,0
28421931_516,0,0,0,0,0
28422837_2402,1,1,1,1,1
28422837_2414,1,1,1,1,1
28422837_2438,1,1,1,1,1
28422837_2441,1,1,1,1,0
28422837_2452,1,1,1,1,0
28422837_2527,1,2,2,2,2
28422837_2570,0,0,0,0,0
28422837_2605,2,2,2,2,2
28422837_2653,0,0,0,0,0
28429502_412,2,2,2,2,2
28429502_414,2,2,2,2,2
28429502_425,2,2,2,2,2
28429502_503,2,2,2,2,2
28429502_527,2,2,2,2,2
28429502_558,2,2,2,2,2
28430478_3086,0,0,0,0,0
28430478_3235,0,0,0,0,0
28432194_2199,0,0,0,0,0
28438600_2571,2,2,2,2,2
28439869_4503,0,0,0,0,0
28439869_4516,1,1,1,0,0
28439869_4523,1,1,1,1,1
28439869_4569,1,1,1,0,0
28439869_4577,0,0,0,0,0
28439869_4583,1,1,0,0,0
28439869_4584,1,1,1,0,0
28439869_4594,0,0,0,0,0
28439869_4603,1,1,0,0,0
28439869_4623,0,0,0,0,0
28439869_4624,0,0,0,0,0
28439869_4632,1,1,1,1,1
28439869_4666,0,0,0,0,0
28439869_4669,0,0,0,0,0
28439869_4694,0,0,0,0,0
28439869_4700,0,0,0,0,0
28446824_1085,1,1,1,0,0
28446824_1108,1,1,1,0,0
28446824_1149,0,0,0,0,0
28446824_1162,0,0,0,0,0
28446824_1188,1,1,1,1,1
28446824_1207,0,0,0,0,0
28446824_1212,0,0,0,0,0
28446824_1218,0,0,0,0,0
28453941_1441,0,0,0,0,0
28453941_1463,1,1,2,2,2
28453941_1477,0,0,0,0,0
28453941_1493,1,1,0,0,0
28453941_1495,1,1,0,0,0
28453941_1503,1,1,0,0,0
28453941_1508,1,0,0,0,0
28453941_1512,1,1,0,0,0
28453941_1513,1,1,0,0,0
28453941_1528,1,0,0,0,0
28453941_1534,1,0,0,0,0
28453941_1553,1,1,0,0,0
28453941_1554,1,1,0,0,0
28453941_1556,1,0,0,0,0
28453941_1558,1,1,0,0,0
28453941_1560,1,1,0,0,0
28453941_1587,1,0,0,0,0
28453941_1642,1,0,0,0,0
28453941_1643,1,1,0,0,0
28453941_1661,0,0,0,0,0
28453941_1664,1,1,0,0,0
28453941_1667,0,0,0,0,0
28453941_1683,0,0,0,0,0
28454832_6791,1,1,1,1,2
28454832_6792,1,1,1,1,2
28454832_6808,1,1,1,1,2
28454832_6894,1,1,1,1,2
28454832_6926,1,1,1,1,2
28455147_1393,0,0,0,0,0
28455147_1405,1,0,0,0,0
28455147_1420,1,1,1,1,0
28458922_2485,1,0,0,0,0
28458922_2506,1,0,0,0,0
28458922_2511,0,0,0,0,0
28458922_2558,1,0,0,0,0
28458922_2594,1,0,0,0,0
28458922_2604,1,0,0,0,0
28459035_1480,0,0,0,0,0
28462371_4609,0,0,0,0,0
28462815_6452,1,1,2,2,2
28462815_6509,1,1,2,2,2
28462815_6543,1,1,2,2,2
28462815_6563,1,1,0,0,0
28462815_6588,1,1,0,0,0
28477215_4960,0,0,0,0,0
28477215_5030,0,0,0,0,0
28481182_2601,0,0,0,0,0
28482775_1181,1,2,2,2,2
28483315_5419,1,0,0,0,0
28483315_5460,1,0,0,0,0
28483315_5465,1,0,0,0,0
28483315_5482,1,0,0,0,0
28483315_5484,1,0,0,0,0
28483315_5486,1,0,0,0,0
28483315_5514,0,0,0,0,0
28486405_481,0,0,0,0,0
28486405_493,0,0,0,0,0
28486405_632,0,0,0,0,0
28486405_651,0,0,0,0,0
28488778_2358,1,1,0,0,0
28488778_2461,1,1,0,0,0
28488778_2466,1,1,0,0,0
28496243_4021,1,2,2,2,2
28496243_4037,1,2,2,2,2
28496243_4039,0,0,0,0,0
28496911_6585,0,0,0,0,0
28496911_6635,0,0,0,0,0
28499031_2843,0,0,0,0,0
28499031_2844,0,0,0,0,0
28503057_5736,2,2,2,2,2
28516380_7127,0,0,0,0,0
28516380_7150,0,0,0,0,0
28528639_694,1,1,1,1,1
28528639_726,1,1,1,1,1
28535157_6452,1,1,0,0,0
28536438_1011,0,0,0,0,0
28541923_5072,0,0,0,0,0
28541923_5077,0,0,0,0,0
28548805_5411,0,0,0,0,0
28549730_2555,0,0,0,0,0
28552192_3502,1,1,1,0,0
28563923_2984,0,0,0,0,0
28563923_3006,0,0,0,0,0
28563923_3012,0,0,0,0,0
28563923_3069,0,0,0,0,0
28565143_4306,1,2,2,2,2
28570372_2363,0,0,0,0,0
28570372_2483,0,0,0,0,0
28570372_2487,0,0,0,0,0
28570372_2554,0,0,0,0,0
28573260_2569,2,2,2,2,2
28573260_2593,1,1,1,2,2
28573260_2599,1,1,1,0,0
28573260_2604,1,1,1,0,0
28573260_2605,1,1,1,0,0
28580047_2219,0,0,0,0,0
28581233_1567,1,1,1,1,0
28581233_2151,1,1,0,0,0
28581233_2329,1,1,0,0,0
28604918_6861,0,0,0,0,0
28604918_6885,0,0,0,0,0
28604918_6907,0,0,0,0,0
28604918_6949,0,0,0,0,0
28610758_7361,0,0,0,0,0
28610758_7423,0,0,0,0,0
28610989_543,1,1,1,0,0
28610989_581,1,1,1,2,2
28610989_587,1,1,1,0,0
28610989_604,1,1,1,0,0
28610989_619,1,1,1,0,0
28611099_7129,1,1,1,1,0
28611099_7172,1,1,0,0,0
28612003_8123,0,0,0,0,0
28623147_528,0,0,0,0,0
28623147_535,0,0,0,0,0
28628206_4156,0,0,0,0,0
28628206_4195,0,0,0,0,0
28628206_4197,0,0,0,0,0
28628206_4210,0,0,0,0,0
28628206_4216,0,0,0,0,0
28628206_4233,0,0,0,0,0
28628206_4234,0,0,0,0,0
28640187_2505,0,0,0,0,0
28640187_2530,0,0,0,0,0
28640187_2569,0,0,0,0,0
28640187_2583,0,0,0,0,0
28640187_2594,0,0,0,0,0
28641128_10343,2,2,2,2,2
28641128_10364,0,0,0,0,0
28641128_10377,0,0,0,0,0
28641128_10393,0,0,0,0,0
28650929_3693,0,0,0,0,0
28650929_3764,0,0,0,0,0
28662839_1977,0,0,0,0,0
28662839_1993,1,0,0,0,0
28664203_6724,1,1,1,2,2
28668574_533,0,0,0,0,0
28668574_655,0,0,0,0,0
28671596_1032,1,2,2,2,2
28671596_891,1,0,0,0,0
28671596_996,1,2,2,2,2
28675799_1044,0,0,0,0,0
28675799_1062,0,0,0,0,0
28675799_1086,0,0,0,0,0
28675799_1153,0,0,0,0,0
28675799_1159,0,0,0,0,0
28675799_1192,0,0,0,0,0
28680087_502,2,2,2,2,2
28680087_561,0,0,0,0,0
28680637_8145,2,2,2,2,2
28682875_1452,1,1,1,1,1
28682875_1745,1,0,0,0,0
28682875_1767,1,1,1,1,1
28682875_1773,1,1,1,1,1
28682875_1825,1,1,1,1,1
28694473_626,1,1,1,1,1
28695874_5272,0,0,0,0,0
28699912_2631,1,1,0,0,0
28702104_6283,0,0,0,0,0
28711267_2459,0,0,0,0,0
28711349_2561,0,0,0,0,0
28711349_2586,0,0,0,0,0
28711358_5329,0,0,0,0,0
28711358_5343,0,0,0,0,0
287141251_1389,0,0,0,0,0
287141251_1706,0,0,0,0,0
287141251_1846,0,0,0,0,0
28720981_4034,1,0,0,0,0
28720981_4128,1,1,1,1,1
28720981_4183,0,0,0,0,0
28720981_4187,1,1,1,1,1
28727121_732,1,0,0,0,0
28727121_743,1,0,0,0,0
28727121_785,1,2,2,2,2
28727121_791,1,0,0,0,0
28727121_796,1,0,0,0,0
28727121_834,1,0,0,0,0
28727121_861,0,0,0,0,0
28730041_8577,0,0,0,0,0
28730802_636,0,0,0,0,0
28737940_1000,0,0,0,0,0
28737940_871,0,0,0,0,0
28747967_7404,0,0,0,0,0
28758155_5168,1,1,1,1,1
28769454_8787,0,0,0,0,0
28769454_8802,1,1,1,1,1
28774788_6497,0,0,0,0,0
28774788_6516,1,0,0,0,0
28774788_6604,0,0,0,0,0
28774788_6634,1,0,0,0,0
28777453_2817,0,0,0,0,0
28777453_2833,0,0,0,0,0
28777453_3064,0,0,0,0,0
28777453_3081,0,0,0,0,0
28801584_2329,1,1,0,0,0
28801584_2346,1,1,0,0,0
28801584_2400,1,1,0,0,0
28801584_2416,1,0,0,0,0
28801584_2436,1,0,0,0,0
28801584_2440,1,0,0,0,0
28801584_2484,1,0,0,0,0
28802725_2632,0,0,0,0,0
28807472_2611,0,0,0,0,0
28808277_3044,1,1,2,2,2
28808277_3069,1,1,2,2,2
28808277_3071,1,1,2,2,2
28808277_3112,0,0,0,0,0
28808277_3188,1,1,2,2,2
28808277_3223,0,0,0,0,0
28810837_5258,0,0,0,0,0
28812475_2488,1,1,1,2,2
28814400_2492,0,0,0,0,0
28814400_2510,0,0,0,0,0
28819086_14252,0,0,0,0,0
28819086_14276,0,0,0,0,0
28819086_14300,0,0,0,0,0
28819086_14315,0,0,0,0,0
28819086_14316,0,0,0,0,0
28819086_14356,0,0,0,0,0
28833999_4575,0,0,0,0,0
28874492_821,0,0,0,0,0
28880246_2572,0,0,0,0,0
28893556_2532,1,1,1,1,1
28896294_4554,0,0,0,0,0
28896294_4595,0,0,0,0,0
28902006_4372,0,0,0,0,0
28902006_4374,1,0,0,0,0
28902006_4376,1,0,0,0,0
28902006_4394,0,0,0,0,0
28902006_4397,1,0,0,0,0
28902006_4418,0,0,0,0,0
28902006_4427,0,0,0,0,0
28902006_4429,0,0,0,0,0
28902006_4510,0,0,0,0,0
28902006_4552,0,0,0,0,0
28902006_4554,0,0,0,0,0
28907044_7342,1,1,1,1,0
28907044_7374,1,1,1,1,0
28907044_7571,1,1,1,1,0
28907044_7596,1,1,1,1,0
28908215_7023,0,0,0,0,0
28914517_3491,0,0,0,0,0
28920448_4636,1,0,0,0,0
28920448_4658,0,0,0,0,0
28920448_4660,0,0,0,0,0
28920448_4717,0,0,0,0,0
28920448_4724,0,0,0,0,0
28920448_4793,0,0,0,0,0
28933362_2467,0,0,0,0,0
28933362_2508,0,0,0,0,0
28951204_6147,0,0,0,0,0
28951204_6154,0,0,0,0,0
28951204_6177,0,0,0,0,0
28951204_6246,0,0,0,0,0
28951204_6257,0,0,0,0,0
28951204_6269,0,0,0,0,0
28951204_6337,0,0,0,0,0
28951204_6354,0,0,0,0,0
28967841_2832,0,0,0,0,0
28985533_4616,1,1,1,1,0
28999681_4471,0,0,0,0,0
28999681_4638,1,1,0,0,0
29004223_2844,1,0,0,0,0
29004223_2871,0,0,0,0,0
29005091_2495,0,0,0,0,0
29005091_2627,0,0,0,0,0
29005091_2647,0,0,0,0,0
29013940_2410,1,0,0,0,0
29013940_2424,1,0,0,0,0
29013940_2439,1,0,0,0,0
29013940_2442,1,0,0,0,0
29013940_2494,0,0,0,0,0
29013940_2522,0,0,0,0,0
29013940_2533,0,0,0,0,0
29015806_4825,1,1,0,0,0
29015806_4893,1,1,0,0,0
29017501_6016,0,0,0,0,0
29017501_6021,0,0,0,0,0
29017501_6048,0,0,0,0,0
29024438_866,0,0,0,0,0
29024438_877,0,0,0,0,0
29024438_886,0,0,0,0,0
29024438_889,0,0,0,0,0
29025249_1345,0,0,0,0,0
29025249_1553,0,0,0,0,0
29028590_3654,0,0,0,0,0
29028590_3666,0,0,0,0,0
29042690_585,0,0,0,0,0
29044609_1455,0,0,0,0,0
29049877_277,0,0,0,0,0
29056728_2522,1,2,2,2,2
29056728_2527,1,2,2,2,2
29056728_2555,1,2,2,2,2
29056728_2558,1,2,2,2,2
29059015_1261,0,0,0,0,0
29074663_5784,0,0,0,0,0
29074663_5855,0,0,0,0,0
2908517_675,1,2,2,2,2
2908517_676,1,2,2,2,2
29088261_801,0,0,0,0,0
29088261_860,0,0,0,0,0
29099783_2517,0,0,0,0,0
29099783_2519,0,0,0,0,0
29101419_4780,0,0,0,0,0
29104748_2781,0,0,0,0,0
29104748_2909,0,0,0,0,0
29104748_2928,0,0,0,0,0
29104748_2951,0,0,0,0,0
29104748_2953,0,0,0,0,0
29104748_2962,0,0,0,0,0
29104748_2974,0,0,0,0,0
29109334_2507,0,0,0,0,0
29109334_2668,0,0,0,0,0
29113108_5044,0,0,0,0,0
29114257_2639,1,1,1,1,2
29114849_6668,1,2,2,2,2
29114849_6677,1,2,2,2,2
29114849_6700,1,2,2,2,2
29114849_6803,1,2,2,2,2
29126773_4129,1,1,0,0,0
29126773_4320,1,1,0,0,0
29130248_3364,0,0,0,0,0
29130248_3369,0,0,0,0,0
29136051_2516,0,0,0,0,0
29136051_2572,0,0,0,0,0
29136377_1941,1,1,1,1,1
29137914_8919,0,0,0,0,0
29151026_2552,0,0,0,0,0
29151026_2602,1,0,0,0,0
29155649_3716,1,1,2,2,2
29155649_3787,1,1,2,2,2
29155649_3830,0,0,0,0,0
29155649_3831,0,0,0,0,0
29155649_3888,1,1,2,2,2
29155649_3890,1,1,2,2,2
29155649_3947,1,1,2,2,2
29155649_3983,1,1,2,2,2
29155649_3994,1,1,2,2,2
29157070_1387,0,0,0,0,0
29161972_6944,1,1,1,1,1
29162197_1022,0,0,0,0,0
29162197_1044,0,0,0,0,0
29162197_1045,0,0,0,0,0
29162197_1052,1,1,1,1,1
29162197_1065,0,0,0,0,0
29162197_1078,0,0,0,0,0
29162197_1103,0,0,0,0,0
29162197_1114,0,0,0,0,0
29166838_6443,1,1,1,0,0
29166838_6464,1,1,1,0,0
29173818_2709,0,0,0,0,0
29173818_2772,1,1,1,1,0
29174845_4713,1,1,1,1,1
29174845_4733,0,0,0,0,0
29174845_4736,0,0,0,0,0
29174845_4791,1,1,1,1,0
29174845_4842,1,1,1,1,1
29174845_4859,0,0,0,0,0
29174845_4873,1,1,1,1,1
29174845_4874,0,0,0,0,0
29174845_4876,1,1,1,1,1
29174845_4941,1,1,1,1,1
29174845_4957,0,0,0,0,0
29174845_4959,0,0,0,0,0
29180378_6177,0,0,0,0,0
29180378_6243,0,0,0,0,0
29180378_6313,0,0,0,0,0
29180378_6319,0,0,0,0,0
29180378_6320,0,0,0,0,0
29181264_6486,1,1,1,1,1
29181264_6677,0,0,0,0,0
29181264_6681,0,0,0,0,0
29181264_6682,0,0,0,0,0
29181264_6684,0,0,0,0,0
29181264_6688,0,0,0,0,0
29181264_6693,0,0,0,0,0
29181716_3977,0,0,0,0,0
29181716_4013,0,0,0,0,0
29181716_4103,0,0,0,0,0
29181716_4107,0,0,0,0,0
29181716_4135,0,0,0,0,0
29181914_676,1,0,0,0,0
29182178_7314,0,0,0,0,0
29182178_7355,1,0,0,0,0
29182178_7505,0,0,0,0,0
29182548_9819,0,0,0,0,0
29182548_9872,0,0,0,0,0
29182548_9893,0,0,0,0,0
29182548_9926,0,0,0,0,0
29182926_2509,0,0,0,0,0
29182926_2514,0,0,0,0,0
29182926_2526,0,0,0,0,0
29182926_2531,0,0,0,0,0
29182926_2534,0,0,0,0,0
29182926_2572,0,0,0,0,0
29182926_2575,0,0,0,0,0
29182926_2602,0,0,0,0,0
29182926_2604,0,0,0,0,0
29183901_1934,0,0,0,0,0
29183901_1935,0,0,0,0,0
29183901_2111,0,0,0,0,0
29183901_2169,1,1,1,1,1
29183981_3073,0,0,0,0,0
29183981_3079,1,1,1,1,1
29183981_3085,0,0,0,0,0
29184412_567,0,0,0,0,0
29184866_1862,0,0,0,0,0
29185024_4020,0,0,0,0,0
29185024_4057,2,2,2,2,2
29185024_4067,0,0,0,0,0
29185024_4089,0,0,0,0,0
29185024_4113,0,0,0,0,0
29185024_4126,0,0,0,0,0
